AA,_COUNT,COUNT,PROB,CHI1,CHI2,CHI3,CHI4,CHI1Sig,CHI2Sig,CHI3Sig,CHI4Sig
ARG,9,885,0.010169491525423728,71.54616282575104,179.60341890362935,58.0707240332486,90.53678215624223,12.165407627308763,9.093798714646839,14.267452187031017,4.998818886206126
ARG,10,885,0.011299435028248588,64.54046734184365,176.0337667606112,63.362173739779166,176.9375802324138,19.450003082004507,17.094996531170043,15.172621671197998,7.405879088214672
ARG,14,885,0.015819209039548022,63.32929283237798,175.5816629264737,170.43414268306125,89.65921968641162,7.650903566411685,8.289556403097254,10.773577157482839,11.968186690208983
ARG,8,885,0.00903954802259887,63.28143506875195,173.6679007429451,178.3411018729945,179.38501297638345,6.670463255027046,5.392901834245624,7.155545284055848,10.096088381215775
ARG,14,885,0.015819209039548022,62.83815838823219,-177.54810440039623,-179.66280345865638,-86.70495614247578,5.490567308123915,6.001520186127981,12.391532872672192,6.560581070078196
ARG,12,885,0.013559322033898305,51.51817210560949,176.154091651023,-63.8715558132158,-177.2596867664846,7.433860568143623,11.105185002738033,11.99243369831269,22.491821245804502
ARG,7,885,0.007909604519774011,-171.08026680059015,62.77833851185928,66.10935812339177,82.4351561363981,13.1255782014741,8.001568669417752,9.947642179330677,11.030389081350767
ARG,7,885,0.007909604519774011,-173.05853434205665,81.89684719675539,70.54851150828401,175.96439650270375,16.230294613473706,5.536628970682657,11.11296661816326,10.744563068633218
ARG,6,885,0.006779661016949152,179.43866500200298,67.47145038795207,170.30749183870728,90.60391711100188,8.248186896325127,7.9069221425985905,7.549703740954832,14.991621822669783
ARG,11,885,0.012429378531073447,178.5748681832102,64.3938473288158,171.55971205950436,-178.17078720659703,14.468159151841272,6.843083027069869,8.178188721930697,20.241974077642073
ARG,11,885,0.012429378531073447,179.54154525240003,80.57625811722686,178.92123187464634,-85.77797823647353,7.3174228042387846,15.817831612552167,16.182635642370588,7.201912869900673
ARG,8,885,0.00903954802259887,-171.59575166081538,79.35817870735943,-75.03381158249196,167.83894330082418,12.32659222607987,18.22838743528037,21.029521457478396,11.310224083424833
ARG,29,885,0.0327683615819209,-179.50210914876644,174.99290620919137,61.31730127536543,82.23261777127662,9.143131983057456,10.019275090730515,10.810116777652862,12.302569709510118
ARG,35,885,0.03954802259887006,-173.77399642657306,179.1209773857709,63.4270398042237,-166.88365848069535,11.07156527981768,17.300725662645156,10.113197534028762,20.22901509538571
ARG,13,885,0.014689265536723164,-172.86905403246064,173.06076981689904,71.13809430638872,-106.97983031716068,5.666680475124882,9.607605201042915,11.175232172874233,8.443724249018464
ARG,14,885,0.015819209039548022,-170.11886512037927,-177.01972118473935,168.64789601318552,84.3277582023858,14.790407235258279,12.993521649203956,19.359831317280882,11.922822469714413
ARG,39,885,0.04406779661016949,-176.74429277944193,175.43781966040356,-178.60544420365227,178.52863565818657,10.851720952149781,13.9230516442209,14.386847895052442,12.82663655986671
ARG,27,885,0.030508474576271188,-175.47935703826676,178.6260140586726,-174.17844878340802,-88.39246576586216,9.425620736790645,12.825142616409364,13.97155888446001,11.153044450635193
ARG,15,885,0.01694915254237288,-173.2704781370627,176.95408675514963,-67.78128998468722,106.18700978911744,11.442843121088394,12.88079633773285,10.952689674381501,5.318038376305922
ARG,43,885,0.04858757062146893,-176.23830042145119,-179.1419095614914,-68.36548374464003,168.21821638011662,9.338276876053746,15.105470620789085,11.507819951318151,19.878171830551892
ARG,25,885,0.02824858757062147,-176.0851189402698,-173.2579006822103,-62.56336005791662,-83.53173591507316,10.242733159405788,9.840429862493924,12.88456857619998,10.983181401190281
ARG,5,885,0.005649717514124294,-150.83719028598293,-88.24944631373458,-58.3943370820568,157.62268697427544,7.536503310857258,7.402723983469147,15.359165480660463,12.859366209594489
ARG,25,885,0.02824858757062147,-67.61011186256782,179.8234382177504,62.97450696637268,83.41449950958551,8.7076409391473,7.989302425734549,7.389569603453924,9.148993247033541
ARG,48,885,0.05423728813559322,-67.25009099482583,174.6751862726739,63.239071525936666,-169.2009329275862,9.509612242987576,12.68257618808321,11.546316874056085,15.361672020370557
ARG,10,885,0.011299435028248588,-62.47501564919577,173.22634103967823,74.23445143610726,-102.04612175583623,6.112932226211245,8.64485644670837,9.770798970412924,15.380973789425166
ARG,36,885,0.04067796610169491,-65.37697153792386,-175.15986459691567,176.85610691308503,84.76805072447705,6.094890401524304,10.996749660187142,10.705198150586288,10.275253730889755
ARG,93,885,0.10508474576271186,-69.32361652283915,178.5977243394242,-177.50772714956537,176.11340748661877,8.246014229176216,11.467320355688145,12.497413950818482,13.247257687814072
ARG,41,885,0.04632768361581921,-68.32327094632876,178.13542795896714,-177.5019200565577,-83.41023907780325,7.744336231731626,10.017182912691931,9.29738737423103,10.907804590947874
ARG,9,885,0.010169491525423728,-75.83463655008887,-173.78992740201522,-74.68500461820985,109.70124328029713,12.580893022987837,10.743842083629762,15.490263925250877,7.06255364184101
ARG,52,885,0.05875706214689266,-69.68857824692837,175.561660853473,-69.0944441107389,170.49236714847453,8.945471174236229,13.278941227499317,11.732102665903582,17.75264817310553
ARG,38,885,0.04293785310734463,-67.8707576097743,-171.4465336233568,-63.87037537019283,-85.26281551710422,9.70874688836904,10.776898871320682,11.896415020163293,13.45239481172413
ARG,13,885,0.014689265536723164,-54.8947766108006,-63.92853124618622,-178.24641622475465,81.05848289998879,5.548465626973265,19.11967387909433,12.156873861000628,11.083024097543849
ARG,28,885,0.031638418079096044,-61.994262157784014,-72.53601098425905,179.23819893284423,172.83957184969677,7.106632822335195,7.398767021884166,10.497879975795806,13.666604222671987
ARG,17,885,0.0192090395480226,-65.85027338436069,-70.94450904040734,-179.18459349546356,-81.29483123444692,6.177999530313062,6.678482813857257,10.89508952467461,9.603482669644285
ARG,14,885,0.015819209039548022,-57.94814747342687,-75.2554972322851,-67.48437119001859,169.91298216393616,11.39800917361043,16.836449775211136,14.427696814590073,14.68687121029872
ARG,48,885,0.05423728813559322,-12.124626810155418,-11.92448447594104,-11.5773135790497,-12.4011491860566,24.926796392014943,25.60568273658159,24.192530841987736,32.33075519211014
LYS,8,754,0.010610079575596816,75.05966508227664,171.47373568275378,71.13267428534023,168.28842501251725,16.085761845522388,11.658388830985519,11.331729585478604,15.259021364376197
LYS,21,754,0.027851458885941646,63.81749386998301,-179.9872743677533,176.98777535773436,175.55295875323083,7.2030529616498775,8.70674641003773,10.919882173606835,7.41672013164286
LYS,6,754,0.007957559681697613,65.0080466061282,-171.14001425785997,-171.96568204284077,-69.2291618457999,9.758447825350023,12.315311779532028,15.29421295824626,13.409837778785013
LYS,6,754,0.007957559681697613,71.24894411012862,-178.06216757513064,-80.9182937332666,-159.71683646251822,9.725349918092633,11.03017106535082,16.606061774582116,19.220641560117357
LYS,6,754,0.007957559681697613,55.310395253274265,-177.09353555438184,-68.5193455947878,-72.45292720404429,15.007122050861218,7.506324959567772,14.838284637664158,17.89996072342802
LYS,7,754,0.009283819628647215,-177.5260873797396,64.60063349326325,171.46712481378006,55.26861874135069,5.959150482033624,12.466662866715868,11.015739889500205,6.773256663929949
LYS,20,754,0.026525198938992044,-175.42521974037393,67.52612152969047,-178.06133003334807,-179.2072058391431,11.882043191598232,7.688951608278473,10.55060386936079,7.730091459079466
LYS,9,754,0.011936339522546418,-179.5174201379631,67.64346145910437,169.1714099431778,-70.92709162951202,11.504861967575483,14.934118309895862,20.662400371274497,13.833756115466441
LYS,7,754,0.009283819628647215,-177.78633366318786,161.69672562689965,81.60107125455602,67.8662747081512,8.88298177931746,8.413089614579063,17.76793166019225,4.687487558214439
LYS,20,754,0.026525198938992044,-175.3415561950904,175.95226683866977,64.3795672629511,171.31914376505532,11.791084208881005,12.868847222707553,13.276432557199938,16.73989881861569
LYS,33,754,0.04376657824933687,-176.3010087881253,176.6485141625815,173.76321243576848,62.00167817056356,6.479341505453037,8.220752322324508,10.76917749052138,10.0561825405596
LYS,93,754,0.123342175066313,-175.6977322589018,177.39875425268747,-179.7114939644062,179.03601674276274,7.548896974061674,8.58058103786235,8.018442501587844,8.818850872713904
LYS,15,754,0.01989389920424403,-178.21428225423918,172.3703153176471,-177.72156644744803,-69.57775908919193,10.23402230604564,7.616767205910235,11.01558596619557,14.746828783980394
LYS,29,754,0.038461538461538464,-172.93696183821606,179.5226078861715,-69.26473041163217,-174.8084506340923,8.739462983339312,10.596172096996948,10.396476165028446,12.435015719765818
LYS,7,754,0.009283819628647215,-178.4190656266863,-170.4485499583166,-57.972438517794586,-58.55520321831534,10.951899793480345,12.14117330990117,22.653617530555128,23.125535057564523
LYS,6,754,0.007957559681697613,-155.03258389465208,-84.89116330046606,-178.92261839302319,-179.72806509079646,9.310694214060783,19.691856593399585,14.17851664788593,15.196647572703828
LYS,7,754,0.009283819628647215,-80.75720389388552,67.5951613552803,179.96382022691765,-179.55526589811845,8.407548179960981,13.218502484081935,4.677719856336989,6.808032892407295
LYS,13,754,0.017241379310344827,-67.97464907939278,-179.4265368910542,80.51064033148313,60.594955891716936,9.829778383131362,15.444441168841285,14.392082534810108,12.069753691885722
LYS,28,754,0.03713527851458886,-69.86966897893993,170.5397189644009,66.92190949217814,178.20469729628456,10.784194735419936,15.980226627872423,10.254898753220063,7.850629426318284
LYS,43,754,0.05702917771883289,-67.47124289875042,-170.819589883723,179.757017351656,63.433672506674256,8.151813828247816,13.996934617159193,14.307316190885516,12.242335127641756
LYS,128,754,0.16976127320954906,-68.25836026558491,-178.54711307592578,-179.92613842467065,178.71895802579044,7.804528344130821,7.683058707285756,8.372246118011267,9.094082901756533
LYS,29,754,0.038461538461538464,-65.12392116695032,178.3683181755767,-172.18123861731507,-63.503552164267504,9.442964830087844,10.25543002489194,10.534927849164786,9.527323782331013
LYS,21,754,0.027851458885941646,-69.48027850506122,-170.29869305493685,-71.68194706119044,-177.01630787346602,8.224318426675213,10.79917468793124,9.236278168752756,8.351767792616922
LYS,12,754,0.015915119363395226,-73.20832521991787,-170.48082135845053,-69.15709840858125,-64.51236900051495,9.882536084998069,8.95975228699187,10.7299945952911,10.280573885874366
LYS,11,754,0.014588859416445624,-56.83566200594842,-78.09097769239645,174.4159856601359,59.789717346630404,12.969934013916452,11.924494597535476,10.992614526542352,12.913618424215468
LYS,42,754,0.05570291777188329,-62.291266561754846,-65.86659130259305,-177.49376332302882,-178.4065037081825,6.650447847874548,7.613764034062663,6.690633655541612,7.886570957480764
LYS,17,754,0.022546419098143235,-60.718851346017466,-63.30774833177982,-179.65291822751925,-64.47901818778358,11.53438030614487,8.206073285630097,9.032551039694772,8.400985671797176
LYS,7,754,0.009283819628647215,-60.1040097562522,-54.72152812543391,-69.82742810699379,-171.66644793844534,18.248486034214093,9.408606887120738,5.7657037180672654,13.352637715113163
LYS,61,754,0.08090185676392574,-1.3708426764126165,-0.02457452741225445,-1.0872734001927068e-06,-1.0480450860156303e-06,9.669060444799074,1.1550966440498516,0.00967378897082467,0.009611981250401245
GLU,17,358,0.04748603351955307,66.35325425887547,174.6580640956819,37.50114507296899,,10.991048477045602,10.405914401892844,17.69414627421556,
GLU,9,358,0.025139664804469275,68.21068330380608,-174.02612185727438,-42.35338624665684,,16.459062698027743,8.270214626613663,16.365996652281336,
GLU,7,358,0.019553072625698324,57.879894244630925,-85.07453173401794,32.50197032124339,,9.349235153098087,5.341826364463038,12.014342870840268,
GLU,28,358,0.0782122905027933,-174.35557740272316,65.5209081254032,34.029196891672484,,11.372119631788218,9.66618672268539,15.747683882660272,
GLU,5,358,0.013966480446927373,178.60283605134362,73.51821243641153,-60.36672986637039,,13.143016855162786,10.423696903635994,32.709795051367,
GLU,32,358,0.0893854748603352,-174.4020692817223,179.2396243070041,26.347144498241875,,10.736934426471652,9.682456129355977,20.69168993693945,
GLU,37,358,0.10335195530726257,-173.60698037556358,-178.57592732135748,-27.303051720073064,,8.301791195845453,9.663924094221422,19.005367127883883,
