AA,PHI,PSI,_Count,Count,Prob,B_CHI1,B_CHI2,B_CHI3,B_CHI4,B_CHI1Sig,B_CHI2Sig,B_CHI3Sig,B_CHI4Sig
ASP,-90,-180,2,13,0.15384615,58.91,-11.8,0.0,0.0,8.28,9.49,0.0,0.0
ASP,-90,-180,2,13,0.15384615,-74.08,-18.72,0.0,0.0,3.85,5.27,0.0,0.0
ASP,-90,-60,2,3,0.66666667,-75.74,-44.05,0.0,0.0,16.74,3.37,0.0,0.0
ASP,-90,-30,2,10,0.2,56.68,-73.61,0.0,0.0,10.04,5.53,0.0,0.0
ASP,-90,-30,2,10,0.2,-164.82,-86.87,0.0,0.0,0.69,29.15,0.0,0.0
ASP,-90,-30,5,10,0.5,-66.28,-59.44,0.0,0.0,3.37,13.02,0.0,0.0
ASP,-90,0,6,22,0.27272727,60.91,18.36,0.0,0.0,6.61,8.14,0.0,0.0
ASP,-90,0,2,22,0.09090909,61.43,173.65,0.0,0.0,1.4,8.56,0.0,0.0
ASP,-90,0,5,22,0.22727273,64.09,-30.68,0.0,0.0,11.13,15.72,0.0,0.0
ASP,-90,0,2,22,0.09090909,-71.35,12.21,0.0,0.0,2.39,10.37,0.0,0.0
ASP,-90,0,2,22,0.09090909,-60.4,128.35,0.0,0.0,4.12,2.03,0.0,0.0
ASP,-90,0,5,22,0.22727273,-65.14,-33.43,0.0,0.0,2.27,9.4,0.0,0.0
ASP,-90,60,2,4,0.5,-63.19,-23.64,0.0,0.0,3.46,5.7,0.0,0.0
ASP,-90,90,2,7,0.28571429,-178.46,31.23,0.0,0.0,10.21,28.53,0.0,0.0
ASP,-90,90,3,7,0.42857143,-175.56,178.7,0.0,0.0,1.76,19.42,0.0,0.0
ASP,-90,120,2,17,0.11764706,-179.06,60.76,0.0,0.0,3.34,29.86,0.0,0.0
ASP,-90,120,5,17,0.29411765,-162.75,-21.55,0.0,0.0,7.32,15.74,0.0,0.0
ASP,-90,120,7,17,0.41176471,-60.73,-54.82,0.0,0.0,7.28,32.35,0.0,0.0
ASP,-90,150,2,12,0.16666667,-146.38,61.16,0.0,0.0,25.77,27.76,0.0,0.0
ASP,-90,150,7,12,0.58333333,-69.28,-15.44,0.0,0.0,7.31,8.62,0.0,0.0
ASP,-60,-180,2,5,0.4,61.76,14.27,0.0,0.0,0.77,13.94,0.0,0.0
ASP,-60,-180,2,5,0.4,-71.0,32.03,0.0,0.0,3.1,26.33,0.0,0.0
ASP,-60,-60,2,26,0.07692308,-174.87,48.52,0.0,0.0,4.55,2.63,0.0,0.0
ASP,-60,-60,4,26,0.15384615,-163.25,-16.89,0.0,0.0,7.19,19.28,0.0,0.0
ASP,-60,-60,6,26,0.23076923,-80.33,10.99,0.0,0.0,3.67,9.59,0.0,0.0
ASP,-60,-60,13,26,0.5,-71.79,-20.29,0.0,0.0,4.52,12.33,0.0,0.0
ASP,-60,-30,2,83,0.02409639,49.19,50.39,0.0,0.0,11.1,34.02,0.0,0.0
ASP,-60,-30,4,83,0.04819277,55.17,-41.77,0.0,0.0,6.62,15.13,0.0,0.0
ASP,-60,-30,14,83,0.1686747,-165.49,55.37,0.0,0.0,8.23,19.1,0.0,0.0
ASP,-60,-30,17,83,0.20481928,-71.6,23.57,0.0,0.0,8.54,17.93,0.0,0.0
ASP,-60,-30,3,83,0.03614458,-74.8,177.35,0.0,0.0,8.1,19.31,0.0,0.0
ASP,-60,-30,41,83,0.4939759,-71.02,-24.68,0.0,0.0,5.8,11.73,0.0,0.0
ASP,-60,0,3,9,0.33333333,51.3,-59.27,0.0,0.0,9.82,12.72,0.0,0.0
ASP,-60,0,3,9,0.33333333,-58.04,-41.87,0.0,0.0,8.49,17.23,0.0,0.0
ASP,-60,120,4,9,0.44444444,-178.82,58.49,0.0,0.0,2.43,13.79,0.0,0.0
ASP,-60,120,4,9,0.44444444,-172.69,-79.58,0.0,0.0,4.66,10.47,0.0,0.0
ASP,-60,150,3,26,0.11538462,-172.36,74.92,0.0,0.0,7.08,28.95,0.0,0.0
ASP,-60,150,3,26,0.11538462,-153.76,-53.98,0.0,0.0,7.08,17.41,0.0,0.0
ASP,-60,150,4,26,0.15384615,-75.6,12.84,0.0,0.0,5.05,7.43,0.0,0.0
ASP,-60,150,13,26,0.5,-66.51,-21.01,0.0,0.0,5.81,8.23,0.0,0.0
HIS,-180,150,2,5,0.4,177.41,76.09,0.0,0.0,1.2,4.49,0.0,0.0
HIS,-180,150,2,5,0.4,-163.86,-99.55,0.0,0.0,0.15,0.14,0.0,0.0
HIS,-150,-180,3,5,0.6,66.48,-79.26,0.0,0.0,3.08,15.72,0.0,0.0
HIS,-150,-150,2,2,1.0,-163.98,61.19,0.0,0.0,1.14,3.54,0.0,0.0
HIS,-150,90,2,4,0.5,-167.92,161.52,0.0,0.0,10.07,32.95,0.0,0.0
HIS,-150,90,2,4,0.5,-81.66,-67.92,0.0,0.0,36.02,22.72,0.0,0.0
HIS,-150,120,2,2,1.0,-175.24,-103.91,0.0,0.0,10.94,15.45,0.0,0.0
HIS,-150,150,5,11,0.45454545,64.75,-86.81,0.0,0.0,2.39,7.43,0.0,0.0
HIS,-150,150,2,11,0.18181818,-29.72,-94.15,0.0,0.0,7.05,2.02,0.0,0.0
HIS,-120,-30,2,5,0.4,-66.63,112.97,0.0,0.0,7.81,0.6,0.0,0.0
HIS,-120,-30,2,5,0.4,-70.76,-77.88,0.0,0.0,10.07,13.64,0.0,0.0
HIS,-120,30,3,5,0.6,-56.76,-82.5,0.0,0.0,3.13,9.3,0.0,0.0
HIS,-120,90,2,4,0.5,-162.31,-65.63,0.0,0.0,1.77,3.48,0.0,0.0
HIS,-120,120,2,11,0.18181818,-160.05,28.98,0.0,0.0,7.38,3.95,0.0,0.0
HIS,-120,120,2,11,0.18181818,171.43,-46.33,0.0,0.0,0.33,46.33,0.0,0.0
HIS,-120,120,3,11,0.27272727,-76.56,62.41,0.0,0.0,7.48,4.49,0.0,0.0
HIS,-120,120,2,11,0.18181818,-59.47,-46.64,0.0,0.0,5.4,39.86,0.0,0.0
HIS,-120,150,2,12,0.16666667,177.15,77.71,0.0,0.0,5.03,6.36,0.0,0.0
HIS,-120,150,3,12,0.25,-177.79,-94.37,0.0,0.0,3.3,14.58,0.0,0.0
HIS,-120,150,6,12,0.5,-64.13,-92.22,0.0,0.0,7.48,9.34,0.0,0.0
HIS,-90,-30,2,8,0.25,68.77,-69.53,0.0,0.0,10.59,5.59,0.0,0.0
HIS,-90,-30,2,8,0.25,-62.82,154.96,0.0,0.0,4.2,1.18,0.0,0.0
HIS,-90,-30,3,8,0.375,-57.75,-73.86,0.0,0.0,8.33,7.88,0.0,0.0
HIS,-90,0,2,11,0.18181818,57.27,82.71,0.0,0.0,11.04,17.12,0.0,0.0
HIS,-90,0,2,11,0.18181818,66.55,-100.93,0.0,0.0,11.47,2.23,0.0,0.0
HIS,-90,0,2,11,0.18181818,-59.02,83.27,0.0,0.0,3.94,22.43,0.0,0.0
HIS,-90,0,3,11,0.27272727,-59.79,151.67,0.0,0.0,3.34,24.04,0.0,0.0
HIS,-90,0,2,11,0.18181818,-65.15,-58.75,0.0,0.0,3.64,3.86,0.0,0.0
HIS,-90,120,4,16,0.25,-172.67,31.82,0.0,0.0,5.83,25.03,0.0,0.0
HIS,-90,120,3,16,0.1875,-164.85,-62.82,0.0,0.0,9.09,12.78,0.0,0.0
HIS,-90,120,3,16,0.1875,-68.25,152.94,0.0,0.0,1.13,16.98,0.0,0.0
HIS,-90,120,5,16,0.3125,-62.83,-58.75,0.0,0.0,3.17,22.86,0.0,0.0
HIS,-90,150,3,11,0.27272727,-178.32,-89.34,0.0,0.0,2.2,7.54,0.0,0.0
HIS,-90,150,2,11,0.18181818,-70.37,80.52,0.0,0.0,2.19,8.91,0.0,0.0
HIS,-90,150,3,11,0.27272727,-62.38,-94.27,0.0,0.0,24.51,15.39,0.0,0.0
HIS,-60,-60,6,14,0.42857143,-179.98,72.95,0.0,0.0,4.58,6.74,0.0,0.0
HIS,-60,-60,3,14,0.21428571,-170.11,-172.9,0.0,0.0,5.12,26.04,0.0,0.0
HIS,-60,-60,2,14,0.14285714,-70.4,99.59,0.0,0.0,14.55,18.56,0.0,0.0
HIS,-60,-60,2,14,0.14285714,-78.56,-29.74,0.0,0.0,3.98,29.74,0.0,0.0
HIS,-60,-30,2,53,0.03773585,51.33,94.53,0.0,0.0,0.31,11.43,0.0,0.0
HIS,-60,-30,3,53,0.05660377,61.8,-133.51,0.0,0.0,1.62,3.18,0.0,0.0
HIS,-60,-30,5,53,0.09433962,74.37,-76.75,0.0,0.0,8.19,11.75,0.0,0.0
HIS,-60,-30,6,53,0.11320755,171.16,84.67,0.0,0.0,5.35,10.02,0.0,0.0
HIS,-60,-30,6,53,0.11320755,178.39,-133.34,0.0,0.0,6.49,10.66,0.0,0.0
HIS,-60,-30,6,53,0.11320755,-167.37,-96.51,0.0,0.0,8.84,11.11,0.0,0.0
HIS,-60,-30,5,53,0.09433962,-72.11,95.23,0.0,0.0,5.65,13.38,0.0,0.0
HIS,-60,-30,6,53,0.11320755,-67.83,161.64,0.0,0.0,3.13,6.55,0.0,0.0
HIS,-60,-30,14,53,0.26415094,-66.67,-56.23,0.0,0.0,10.48,18.74,0.0,0.0
HIS,-60,0,3,4,0.75,62.03,-133.05,0.0,0.0,2.18,4.62,0.0,0.0
HIS,-60,120,6,16,0.375,-168.69,-73.83,0.0,0.0,2.76,4.95,0.0,0.0
HIS,-60,120,3,16,0.1875,-74.31,78.06,0.0,0.0,8.97,30.71,0.0,0.0
HIS,-60,120,2,16,0.125,-79.58,-142.61,0.0,0.0,0.42,10.6,0.0,0.0
HIS,-60,120,4,16,0.25,-59.68,-64.11,0.0,0.0,2.26,12.25,0.0,0.0
HIS,-60,150,4,11,0.36363636,-168.5,-80.47,0.0,0.0,2.93,12.21,0.0,0.0
HIS,-60,150,2,11,0.18181818,-79.29,166.08,0.0,0.0,6.4,17.99,0.0,0.0
HIS,-60,150,3,11,0.27272727,-63.82,-66.03,0.0,0.0,4.61,15.29,0.0,0.0
HIS,60,30,3,4,0.75,-66.44,-72.37,0.0,0.0,4.25,7.72,0.0,0.0
HIS,60,60,4,6,0.66666667,-61.78,-67.89,0.0,0.0,6.0,5.07,0.0,0.0
ILE,-150,120,3,5,0.6,-175.94,156.14,0.0,0.0,1.48,1.09,0.0,0.0
ILE,-150,120,2,5,0.4,-68.2,171.89,0.0,0.0,4.91,6.74,0.0,0.0
ILE,-150,150,4,11,0.36363636,60.31,172.16,0.0,0.0,6.36,2.93,0.0,0.0
ILE,-150,150,3,11,0.27272727,-177.37,173.48,0.0,0.0,1.76,2.86,0.0,0.0
ILE,-150,150,3,11,0.27272727,-63.23,161.47,0.0,0.0,2.23,6.7,0.0,0.0
ILE,-120,-180,4,5,0.8,65.49,-179.52,0.0,0.0,3.35,5.01,0.0,0.0
ILE,-120,0,7,8,0.875,58.24,167.31,0.0,0.0,6.18,13.15,0.0,0.0
ILE,-120,30,2,2,1.0,66.08,175.51,0.0,0.0,3.07,0.21,0.0,0.0
ILE,-120,90,3,4,0.75,-55.13,172.48,0.0,0.0,3.3,8.86,0.0,0.0
ILE,-120,120,3,33,0.09090909,-177.4,175.85,0.0,0.0,2.71,7.6,0.0,0.0
ILE,-120,120,23,33,0.6969697,-54.32,177.06,0.0,0.0,4.89,7.63,0.0,0.0
ILE,-120,120,6,33,0.18181818,-58.74,-58.93,0.0,0.0,3.91,4.81,0.0,0.0
ILE,-120,150,3,18,0.16666667,71.59,172.67,0.0,0.0,10.41,2.43,0.0,0.0
ILE,-120,150,2,18,0.11111111,-125.23,56.4,0.0,0.0,4.52,1.34,0.0,0.0
ILE,-120,150,2,18,0.11111111,-165.23,161.4,0.0,0.0,7.36,4.56,0.0,0.0
ILE,-120,150,8,18,0.44444444,-58.1,175.71,0.0,0.0,8.57,5.31,0.0,0.0
ILE,-120,150,3,18,0.16666667,-56.35,-59.98,0.0,0.0,4.3,7.82,0.0,0.0
ILE,-90,-60,4,9,0.44444444,-63.59,174.94,0.0,0.0,5.03,7.36,0.0,0.0
ILE,-90,-60,5,9,0.55555556,-55.67,-51.25,0.0,0.0,2.04,4.23,0.0,0.0
ILE,-90,-30,3,14,0.21428571,66.0,160.73,0.0,0.0,6.27,17.44,0.0,0.0
ILE,-90,-30,7,14,0.5,-61.98,173.09,0.0,0.0,13.44,8.66,0.0,0.0
ILE,-90,0,5,5,1.0,63.49,171.79,0.0,0.0,3.19,5.52,0.0,0.0
ILE,-90,120,5,37,0.13513514,-77.76,75.21,0.0,0.0,10.48,10.03,0.0,0.0
ILE,-90,120,20,37,0.54054054,-58.78,170.71,0.0,0.0,6.37,8.12,0.0,0.0
ILE,-90,120,12,37,0.32432432,-61.59,-57.76,0.0,0.0,4.57,13.56,0.0,0.0
ILE,-90,150,3,6,0.5,-74.02,169.96,0.0,0.0,22.9,2.62,0.0,0.0
ILE,-60,-60,27,40,0.675,-66.73,170.77,0.0,0.0,4.63,7.73,0.0,0.0
ILE,-60,-60,9,40,0.225,-61.58,-58.38,0.0,0.0,6.77,7.22,0.0,0.0
ILE,-60,-30,3,67,0.04477612,59.11,173.27,0.0,0.0,11.22,6.85,0.0,0.0
ILE,-60,-30,5,67,0.07462687,-168.71,64.64,0.0,0.0,5.57,2.96,0.0,0.0
ILE,-60,-30,10,67,0.14925373,-167.0,169.99,0.0,0.0,4.21,5.55,0.0,0.0
ILE,-60,-30,35,67,0.52238806,-68.71,172.04,0.0,0.0,6.4,7.94,0.0,0.0
ILE,-60,-30,13,67,0.19402985,-62.6,-61.57,0.0,0.0,3.68,9.79,0.0,0.0
ILE,-60,0,2,2,1.0,73.46,-178.74,0.0,0.0,0.95,5.06,0.0,0.0
ILE,-60,120,9,10,0.9,-65.23,175.85,0.0,0.0,4.78,5.76,0.0,0.0
ILE,-60,150,2,5,0.4,-137.53,78.89,0.0,0.0,16.99,5.57,0.0,0.0
ILE,-60,150,2,5,0.4,-74.6,174.03,0.0,0.0,10.55,1.7,0.0,0.0
ILE,-30,-30,2,2,1.0,-67.27,-79.02,0.0,0.0,3.7,3.96,0.0,0.0
LEU,-150,-180,2,3,0.66666667,29.02,93.84,0.0,0.0,28.58,23.28,0.0,0.0
LEU,-150,120,6,8,0.75,-171.65,60.11,0.0,0.0,13.3,7.33,0.0,0.0
LEU,-150,150,2,12,0.16666667,55.18,71.32,0.0,0.0,8.69,10.41,0.0,0.0
LEU,-150,150,8,12,0.66666667,-63.93,162.21,0.0,0.0,5.62,13.89,0.0,0.0
LEU,-120,-180,3,3,1.0,-57.1,174.54,0.0,0.0,8.27,2.42,0.0,0.0
LEU,-120,-30,4,4,1.0,-60.95,174.27,0.0,0.0,2.04,3.75,0.0,0.0
LEU,-120,0,2,3,0.66666667,-71.76,177.64,0.0,0.0,3.57,0.36,0.0,0.0
LEU,-120,30,4,4,1.0,-59.67,174.58,0.0,0.0,3.74,4.89,0.0,0.0
LEU,-120,90,2,4,0.5,-77.87,20.12,0.0,0.0,0.38,0.08,0.0,0.0
LEU,-120,120,7,16,0.4375,-166.39,57.47,0.0,0.0,11.46,8.98,0.0,0.0
LEU,-120,120,2,16,0.125,179.24,148.79,0.0,0.0,16.66,19.97,0.0,0.0
LEU,-120,120,6,16,0.375,-59.54,174.34,0.0,0.0,8.3,5.14,0.0,0.0
LEU,-120,150,2,23,0.08695652,-104.33,49.82,0.0,0.0,1.81,0.5,0.0,0.0
LEU,-120,150,17,23,0.73913043,-58.26,170.1,0.0,0.0,5.04,6.96,0.0,0.0
LEU,-90,-180,3,8,0.375,-78.06,61.11,0.0,0.0,12.7,8.79,0.0,0.0
LEU,-90,-180,5,8,0.625,-51.86,177.28,0.0,0.0,8.76,5.07,0.0,0.0
LEU,-90,-30,7,33,0.21212121,-175.36,63.92,0.0,0.0,6.52,8.02,0.0,0.0
LEU,-90,-30,4,33,0.12121212,-85.36,35.74,0.0,0.0,11.65,18.63,0.0,0.0
LEU,-90,-30,20,33,0.60606061,-63.67,173.34,0.0,0.0,3.63,5.03,0.0,0.0
LEU,-90,0,13,16,0.8125,-65.5,172.06,0.0,0.0,8.67,7.75,0.0,0.0
LEU,-90,30,3,4,0.75,-63.87,176.0,0.0,0.0,4.6,7.54,0.0,0.0
LEU,-90,60,3,3,1.0,-52.41,-174.87,0.0,0.0,3.97,3.99,0.0,0.0
LEU,-90,90,2,6,0.33333333,177.13,56.24,0.0,0.0,2.89,3.85,0.0,0.0
LEU,-90,90,4,6,0.66666667,-53.89,172.98,0.0,0.0,4.8,12.06,0.0,0.0
LEU,-90,120,6,18,0.33333333,-178.62,58.73,0.0,0.0,9.05,5.9,0.0,0.0
LEU,-90,120,3,18,0.16666667,-160.08,-99.93,0.0,0.0,2.28,8.88,0.0,0.0
LEU,-90,120,2,18,0.11111111,-72.64,64.1,0.0,0.0,3.02,12.32,0.0,0.0
LEU,-90,120,6,18,0.33333333,-62.3,174.06,0.0,0.0,7.49,4.0,0.0,0.0
LEU,-90,150,2,22,0.09090909,-179.72,73.22,0.0,0.0,0.43,0.41,0.0,0.0
LEU,-90,150,2,22,0.09090909,-87.23,46.34,0.0,0.0,11.88,14.31,0.0,0.0
LEU,-90,150,16,22,0.72727273,-63.64,173.9,0.0,0.0,4.99,5.01,0.0,0.0
LEU,-90,150,2,22,0.09090909,-75.14,-54.58,0.0,0.0,5.01,1.86,0.0,0.0
LEU,-60,-60,19,30,0.63333333,178.33,63.17,0.0,0.0,5.12,6.82,0.0,0.0
LEU,-60,-60,8,30,0.26666667,-69.84,171.65,0.0,0.0,2.22,3.39,0.0,0.0
LEU,-60,-30,32,85,0.37647059,-179.76,62.52,0.0,0.0,6.41,6.79,0.0,0.0
LEU,-60,-30,2,85,0.02352941,-152.68,-178.55,0.0,0.0,15.17,22.07,0.0,0.0
LEU,-60,-30,4,85,0.04705882,-100.56,29.62,0.0,0.0,4.56,10.04,0.0,0.0
LEU,-60,-30,44,85,0.51764706,-69.95,176.93,0.0,0.0,6.15,8.09,0.0,0.0
LEU,-60,-30,3,85,0.03529412,-86.07,-57.85,0.0,0.0,7.62,25.68,0.0,0.0
LEU,-60,0,3,5,0.6,-66.34,177.54,0.0,0.0,4.64,7.15,0.0,0.0
LEU,-60,120,7,13,0.53846154,-174.93,62.53,0.0,0.0,6.42,5.77,0.0,0.0
LEU,-60,120,2,13,0.15384615,-176.75,142.71,0.0,0.0,2.46,8.4,0.0,0.0
LEU,-60,120,2,13,0.15384615,-86.96,179.86,0.0,0.0,5.39,12.01,0.0,0.0
LEU,-60,150,4,30,0.13333333,-164.3,69.02,0.0,0.0,15.99,7.89,0.0,0.0
LEU,-60,150,3,30,0.1,-77.59,49.82,0.0,0.0,17.17,15.41,0.0,0.0
LEU,-60,150,21,30,0.7,-62.51,-177.04,0.0,0.0,5.97,9.86,0.0,0.0
LEU,-30,-60,2,2,1.0,-159.73,50.3,0.0,0.0,23.48,0.86,0.0,0.0
LEU,60,30,2,3,0.66666667,-52.07,179.53,0.0,0.0,6.32,2.83,0.0,0.0
LEU,60,60,3,3,1.0,-53.99,177.65,0.0,0.0,3.66,1.66,0.0,0.0
PHE,-150,-180,2,7,0.28571429,65.08,92.13,0.0,0.0,6.2,3.9,0.0,0.0
PHE,-150,-180,4,7,0.57142857,67.73,-81.85,0.0,0.0,4.45,3.82,0.0,0.0
PHE,-150,120,2,3,0.66666667,-173.06,-86.24,0.0,0.0,2.34,0.86,0.0,0.0
PHE,-150,150,2,16,0.125,67.65,84.7,0.0,0.0,3.56,4.12,0.0,0.0
PHE,-150,150,3,16,0.1875,65.2,-83.87,0.0,0.0,1.34,0.75,0.0,0.0
PHE,-150,150,2,16,0.125,165.32,84.81,0.0,0.0,1.31,1.58,0.0,0.0
PHE,-150,150,2,16,0.125,174.79,-89.55,0.0,0.0,1.38,1.06,0.0,0.0
PHE,-150,150,2,16,0.125,-71.32,95.1,0.0,0.0,9.69,3.77,0.0,0.0
PHE,-150,150,4,16,0.25,-56.65,-85.37,0.0,0.0,2.32,1.1,0.0,0.0
PHE,-120,-180,2,8,0.25,55.77,-87.08,0.0,0.0,14.05,7.24,0.0,0.0
PHE,-120,-180,2,8,0.25,-24.71,85.7,0.0,0.0,4.38,1.06,0.0,0.0
PHE,-120,-180,3,8,0.375,-52.74,-80.7,0.0,0.0,5.24,8.59,0.0,0.0
PHE,-120,-60,2,2,1.0,-72.79,-48.87,0.0,0.0,1.32,4.19,0.0,0.0
PHE,-120,-30,4,4,1.0,-60.45,-71.24,0.0,0.0,13.13,10.21,0.0,0.0
PHE,-120,0,3,10,0.3,64.58,69.74,0.0,0.0,0.82,9.38,0.0,0.0
PHE,-120,0,4,10,0.4,-68.54,-80.34,0.0,0.0,3.02,10.22,0.0,0.0
PHE,-120,30,3,5,0.6,-70.74,79.19,0.0,0.0,3.24,18.18,0.0,0.0
PHE,-120,60,2,2,1.0,-44.3,-80.38,0.0,0.0,1.35,0.93,0.0,0.0
PHE,-120,90,3,5,0.6,-47.79,-81.85,0.0,0.0,2.75,1.93,0.0,0.0
PHE,-120,120,4,18,0.22222222,177.63,77.17,0.0,0.0,5.44,4.11,0.0,0.0
PHE,-120,120,2,18,0.11111111,-65.88,82.52,0.0,0.0,2.83,2.16,0.0,0.0
PHE,-120,120,11,18,0.61111111,-61.07,-82.84,0.0,0.0,3.48,6.88,0.0,0.0
PHE,-120,150,2,23,0.08695652,60.78,86.01,0.0,0.0,3.99,0.61,0.0,0.0
PHE,-120,150,3,23,0.13043478,179.53,57.79,0.0,0.0,25.1,9.73,0.0,0.0
PHE,-120,150,8,23,0.34782609,-67.53,81.15,0.0,0.0,7.43,5.45,0.0,0.0
PHE,-120,150,9,23,0.39130435,-61.66,-80.21,0.0,0.0,2.75,9.38,0.0,0.0
PHE,-90,-60,3,6,0.5,-178.3,75.4,0.0,0.0,2.39,11.98,0.0,0.0
PHE,-90,-30,5,11,0.45454545,-88.59,26.2,0.0,0.0,13.24,24.67,0.0,0.0
PHE,-90,-30,5,11,0.45454545,-73.25,-73.37,0.0,0.0,4.71,3.84,0.0,0.0
PHE,-90,0,3,8,0.375,38.8,93.33,0.0,0.0,8.37,4.37,0.0,0.0
PHE,-90,0,2,8,0.25,-54.7,106.09,0.0,0.0,10.54,5.94,0.0,0.0
PHE,-90,0,2,8,0.25,-64.42,-72.81,0.0,0.0,2.78,13.7,0.0,0.0
PHE,-90,30,2,2,1.0,-40.6,-56.56,0.0,0.0,8.33,18.75,0.0,0.0
PHE,-90,120,10,23,0.43478261,177.08,75.99,0.0,0.0,5.38,10.2,0.0,0.0
PHE,-90,120,3,23,0.13043478,-179.87,-89.81,0.0,0.0,2.98,3.99,0.0,0.0
PHE,-90,120,8,23,0.34782609,-71.12,-73.06,0.0,0.0,3.81,24.36,0.0,0.0
PHE,-90,150,2,9,0.22222222,-77.09,54.5,0.0,0.0,10.72,26.58,0.0,0.0
PHE,-90,150,4,9,0.44444444,-62.87,-73.46,0.0,0.0,3.59,14.46,0.0,0.0
PHE,-60,-60,24,27,0.88888889,178.85,73.06,0.0,0.0,4.94,7.03,0.0,0.0
PHE,-60,-60,2,27,0.07407407,-170.61,-71.36,0.0,0.0,0.84,8.28,0.0,0.0
PHE,-60,-30,4,50,0.08,65.7,88.85,0.0,0.0,10.65,6.97,0.0,0.0
PHE,-60,-30,13,50,0.26,-173.34,69.16,0.0,0.0,7.28,9.72,0.0,0.0
PHE,-60,-30,2,50,0.04,-174.59,-94.12,0.0,0.0,13.17,25.38,0.0,0.0
PHE,-60,-30,5,50,0.1,-80.89,87.16,0.0,0.0,8.03,17.15,0.0,0.0
PHE,-60,-30,25,50,0.5,-70.18,-63.22,0.0,0.0,7.4,17.06,0.0,0.0
PHE,-60,120,5,12,0.41666667,178.03,87.69,0.0,0.0,3.5,6.38,0.0,0.0
PHE,-60,120,2,12,0.16666667,175.72,-98.19,0.0,0.0,3.84,9.66,0.0,0.0
PHE,-60,120,3,12,0.25,-70.05,-71.08,0.0,0.0,9.83,5.48,0.0,0.0
PHE,-60,150,4,13,0.30769231,-178.34,77.45,0.0,0.0,3.36,7.94,0.0,0.0
PHE,-60,150,7,13,0.53846154,-64.59,-47.01,0.0,0.0,4.41,28.24,0.0,0.0
PRO,-90,-180,6,8,0.75,34.29,-36.57,0.0,0.0,3.19,7.41,0.0,0.0
PRO,-90,-30,4,5,0.8,29.48,-35.76,0.0,0.0,6.6,9.53,0.0,0.0
PRO,-90,0,7,10,0.7,33.52,-38.33,0.0,0.0,2.74,3.62,0.0,0.0
PRO,-90,0,3,10,0.3,-15.86,33.24,0.0,0.0,5.03,8.12,0.0,0.0
PRO,-90,60,3,3,1.0,32.96,-29.59,0.0,0.0,7.99,10.7,0.0,0.0
PRO,-90,90,2,4,0.5,22.88,-19.73,0.0,0.0,5.41,12.88,0.0,0.0
PRO,-90,120,2,4,0.5,34.99,-37.71,0.0,0.0,6.22,12.69,0.0,0.0
PRO,-90,150,12,17,0.70588235,31.04,-31.55,0.0,0.0,2.61,3.46,0.0,0.0
PRO,-90,150,4,17,0.23529412,-17.37,33.21,0.0,0.0,2.1,6.48,0.0,0.0
PRO,-60,-180,8,16,0.5,31.57,-38.75,0.0,0.0,3.63,5.05,0.0,0.0
PRO,-60,-180,8,16,0.5,-19.82,33.09,0.0,0.0,6.21,5.15,0.0,0.0
PRO,-60,-60,11,11,1.0,-31.82,40.07,0.0,0.0,3.59,5.3,0.0,0.0
PRO,-60,-30,27,91,0.2967033,24.41,-34.88,0.0,0.0,3.93,3.17,0.0,0.0
PRO,-60,-30,64,91,0.7032967,-26.77,37.22,0.0,0.0,4.31,4.12,0.0,0.0
PRO,-60,0,10,13,0.76923077,22.67,-34.69,0.0,0.0,5.2,3.25,0.0,0.0
PRO,-60,0,2,13,0.15384615,-32.93,40.47,0.0,0.0,2.13,4.75,0.0,0.0
PRO,-60,60,2,3,0.66666667,-18.98,35.36,0.0,0.0,1.85,3.5,0.0,0.0
PRO,-60,90,3,3,1.0,-32.31,41.89,0.0,0.0,4.84,1.94,0.0,0.0
PRO,-60,120,14,26,0.53846154,23.07,-32.37,0.0,0.0,7.22,6.63,0.0,0.0
PRO,-60,120,11,26,0.42307692,-27.02,38.72,0.0,0.0,5.18,5.69,0.0,0.0
PRO,-60,150,3,82,0.03658537,2.11,4.82,0.0,0.0,1.54,3.04,0.0,0.0
PRO,-60,150,29,82,0.35365854,25.48,-35.73,0.0,0.0,4.0,4.03,0.0,0.0
PRO,-60,150,50,82,0.6097561,-22.9,33.74,0.0,0.0,3.67,4.27,0.0,0.0
PRO,-30,-60,3,3,1.0,-36.53,44.49,0.0,0.0,1.0,0.74,0.0,0.0
PRO,-30,-30,3,4,0.75,-34.36,45.21,0.0,0.0,0.54,0.45,0.0,0.0
TRP,-150,150,5,8,0.625,65.28,-89.55,0.0,0.0,4.18,3.75,0.0,0.0
TRP,-120,120,2,4,0.5,-166.29,-96.98,0.0,0.0,3.33,6.53,0.0,0.0
TRP,-120,150,3,3,1.0,-67.81,102.46,0.0,0.0,4.13,14.39,0.0,0.0
TRP,-90,0,2,5,0.4,61.27,88.89,0.0,0.0,2.98,3.41,0.0,0.0
TRP,-90,0,2,5,0.4,-59.94,98.67,0.0,0.0,7.47,1.25,0.0,0.0
TRP,-90,150,3,7,0.42857143,-77.99,77.71,0.0,0.0,0.77,15.66,0.0,0.0
TRP,-60,-60,3,5,0.6,177.13,88.51,0.0,0.0,8.05,7.15,0.0,0.0
TRP,-60,-60,2,5,0.4,165.81,-61.26,0.0,0.0,5.6,47.21,0.0,0.0
TRP,-60,-30,2,15,0.13333333,70.3,-91.2,0.0,0.0,8.18,0.8,0.0,0.0
