AA,PHI,PSI,_Count,Count,Prob,U_CHI1,U_CHI2,U_CHI3,U_CHI4,U_CHI1Sig,U_CHI2Sig,U_CHI3Sig,U_CHI4Sig
LYS,-90,120,6,176,0.03409091,-71.25,-177.5,177.66,-62.32,7.86,13.88,17.21,11.54
LYS,-90,120,2,176,0.01136364,-64.25,179.9,-69.4,-173.21,3.02,1.3,0.95,6.49
LYS,-90,120,3,176,0.01704545,-58.95,-104.61,162.3,69.35,5.71,19.98,15.8,5.14
LYS,-90,120,13,176,0.07386364,-58.01,-67.53,-178.0,179.83,7.19,8.34,8.4,7.84
LYS,-90,120,7,176,0.03977273,-53.2,-61.57,-178.6,-59.76,9.46,8.32,8.0,12.39
LYS,-90,120,2,176,0.01136364,-58.24,-56.48,-64.03,-177.14,0.73,2.55,5.98,4.19
LYS,-90,150,2,143,0.01398601,54.36,-177.06,-175.39,168.68,5.07,0.9,5.27,8.27
LYS,-90,150,2,143,0.01398601,-151.96,80.48,-68.49,-64.34,17.33,5.12,0.81,4.59
LYS,-90,150,2,143,0.01398601,-178.21,166.03,75.07,-175.32,1.33,4.02,8.12,1.53
LYS,-90,150,2,143,0.01398601,-160.41,-175.05,-178.19,42.62,1.85,8.59,2.71,20.2
LYS,-90,150,9,143,0.06293706,-176.18,-179.52,177.41,-179.32,5.47,4.15,5.77,3.6
LYS,-90,150,3,143,0.02097902,-171.14,-174.55,172.32,-53.58,8.04,13.58,4.89,16.58
LYS,-90,150,4,143,0.02797203,-91.94,68.56,179.93,74.78,12.41,7.92,3.14,13.29
LYS,-90,150,3,143,0.02097902,-96.61,86.82,157.82,-148.35,7.3,23.75,10.27,26.69
LYS,-90,150,2,143,0.01398601,-53.54,170.4,70.25,66.89,10.42,6.94,7.09,2.54
LYS,-90,150,7,143,0.04895105,-68.73,-177.82,61.58,-175.46,12.67,8.29,11.22,11.9
LYS,-90,150,10,143,0.06993007,-69.86,-171.95,168.85,67.29,8.72,9.97,12.64,11.41
LYS,-90,150,38,143,0.26573427,-65.4,176.99,-178.37,175.5,7.55,8.64,7.95,7.83
LYS,-90,150,5,143,0.03496503,-65.77,-178.99,-170.43,-64.13,10.35,10.09,15.66,6.74
LYS,-90,150,12,143,0.08391608,-68.47,-178.55,-78.8,-176.68,7.96,7.92,12.61,18.39
LYS,-90,150,3,143,0.02097902,-59.77,176.37,-73.23,-80.61,3.66,8.41,2.65,9.8
LYS,-90,150,9,143,0.06293706,-62.3,-80.53,-177.95,59.62,7.94,14.6,10.03,13.93
LYS,-90,150,15,143,0.1048951,-57.65,-65.42,-176.13,-175.86,3.76,7.82,7.61,7.82
LYS,-90,150,3,143,0.02097902,-80.38,-70.61,-161.03,-50.21,10.76,8.16,4.23,12.7
LYS,-90,150,4,143,0.02797203,-56.67,-71.96,-63.89,-177.91,10.94,21.65,6.13,10.19
LYS,-60,-180,3,10,0.3,-97.79,167.45,51.12,176.99,14.05,2.62,0.51,1.56
LYS,-60,-180,2,10,0.2,-61.89,172.12,-177.91,176.65,6.58,0.71,3.33,1.09
LYS,-60,-90,2,6,0.33333333,-163.14,-90.73,162.32,-162.97,0.0,0.0,0.0,0.0
LYS,-60,-60,2,531,0.00376648,66.06,165.27,176.64,-172.27,2.02,9.11,6.62,4.88
LYS,-60,-60,6,531,0.01129944,-171.38,68.95,72.8,60.38,12.47,21.8,9.74,9.44
LYS,-60,-60,2,531,0.00376648,177.18,50.61,35.41,-161.37,7.09,5.93,19.49,10.4
LYS,-60,-60,2,531,0.00376648,169.88,65.4,75.2,-70.69,9.91,3.76,7.23,12.64
LYS,-60,-60,6,531,0.01129944,-170.92,96.93,-165.47,60.63,2.79,17.01,11.87,11.78
LYS,-60,-60,19,531,0.03578154,-178.82,67.01,173.85,172.44,7.19,10.2,6.71,10.69
LYS,-60,-60,3,531,0.00564972,176.5,69.75,157.08,-66.88,4.48,5.83,12.84,8.9
LYS,-60,-60,3,531,0.00564972,-176.9,177.16,78.12,69.72,8.09,3.81,0.91,0.96
LYS,-60,-60,29,531,0.05461394,-176.74,176.32,70.99,175.83,7.7,12.53,10.29,8.39
LYS,-60,-60,3,531,0.00564972,-172.76,-179.43,91.52,-67.98,8.89,2.24,8.39,9.1
LYS,-60,-60,27,531,0.05084746,-179.32,-174.99,173.7,64.29,7.64,7.97,9.65,6.65
LYS,-60,-60,102,531,0.1920904,-178.47,179.58,177.74,-179.01,6.81,8.38,8.13,8.53
LYS,-60,-60,39,531,0.07344633,179.13,174.7,-179.71,-69.24,7.43,9.22,9.71,10.35
LYS,-60,-60,19,531,0.03578154,-167.64,176.57,-57.79,168.56,11.3,13.25,11.73,13.58
LYS,-60,-60,7,531,0.01318267,-177.86,-174.51,-65.97,-65.05,9.45,6.29,14.17,10.08
LYS,-60,-60,2,531,0.00376648,-164.77,-100.3,-174.54,87.15,2.53,6.24,11.77,20.51
LYS,-60,-60,4,531,0.00753296,-171.98,-92.58,177.02,-177.84,6.7,8.58,4.62,4.86
LYS,-60,-60,10,531,0.01883239,-158.35,-85.78,-179.98,-56.33,12.26,12.65,10.11,14.29
LYS,-60,-60,3,531,0.00564972,-81.83,76.36,171.35,-173.26,14.21,8.98,1.38,2.07
LYS,-60,-60,3,531,0.00564972,-101.0,63.06,-94.35,168.7,6.79,7.19,5.56,16.15
LYS,-60,-60,7,531,0.01318267,-64.02,-168.14,72.07,69.78,11.87,16.4,7.14,9.64
LYS,-60,-60,28,531,0.0527307,-73.59,171.25,69.21,179.13,10.19,13.13,12.6,6.53
LYS,-60,-60,3,531,0.00564972,-58.79,178.75,84.04,-86.0,7.28,7.56,1.51,9.1
LYS,-60,-60,17,531,0.03201507,-67.1,-174.71,-177.24,71.4,7.53,8.4,11.27,12.19
LYS,-60,-60,99,531,0.18644068,-69.02,-178.7,-179.98,177.93,6.89,7.31,7.21,7.33
LYS,-60,-60,18,531,0.03389831,-65.46,178.31,-176.67,-64.12,8.98,14.81,7.01,10.05
LYS,-60,-60,9,531,0.01694915,-73.97,-168.01,-65.68,179.61,8.2,10.29,12.58,12.82
LYS,-60,-60,7,531,0.01318267,-74.77,-164.23,-73.75,-75.44,11.68,10.99,13.69,15.94
LYS,-60,-60,4,531,0.00753296,-63.8,-88.58,94.67,76.24,12.67,14.13,19.0,2.68
LYS,-60,-60,7,531,0.01318267,-65.09,-67.69,-171.5,59.76,2.96,8.54,4.17,1.98
LYS,-60,-60,16,531,0.03013183,-71.89,-74.59,176.67,-179.85,12.0,10.26,13.31,21.52
LYS,-60,-60,6,531,0.01129944,-73.93,-69.73,-171.41,-57.23,9.93,8.36,15.6,11.4
LYS,-60,-60,6,531,0.01129944,-71.67,-83.85,-65.2,-179.76,14.95,16.5,10.86,5.44
LYS,-60,-60,4,531,0.00753296,-60.02,-81.04,-64.91,-61.08,4.4,10.12,7.3,4.74
LYS,-60,-30,2,1473,0.00135777,62.0,72.16,-171.7,68.43,0.88,2.54,31.93,6.97
LYS,-60,-30,2,1473,0.00135777,57.77,93.09,169.66,-66.44,3.67,3.06,0.96,6.74
LYS,-60,-30,6,1473,0.00407332,61.03,174.54,71.04,67.92,22.46,3.77,12.41,13.82
LYS,-60,-30,6,1473,0.00407332,68.87,176.73,69.05,174.71,11.41,8.3,10.71,9.0
LYS,-60,-30,3,1473,0.00203666,63.76,158.18,74.64,-84.19,19.02,18.1,16.58,8.71
LYS,-60,-30,11,1473,0.00746775,61.78,-178.19,163.16,62.92,6.07,6.7,14.83,8.2
LYS,-60,-30,45,1473,0.0305499,66.86,-178.1,176.72,179.1,6.05,9.25,11.78,8.8
LYS,-60,-30,6,1473,0.00407332,62.1,-177.26,174.39,-66.9,6.93,2.47,10.03,7.11
LYS,-60,-30,10,1473,0.00678887,61.93,-164.64,-64.88,-178.18,14.22,14.22,12.39,8.88
LYS,-60,-30,7,1473,0.00475221,179.83,70.8,83.08,71.86,6.4,5.85,16.09,5.85
LYS,-60,-30,18,1473,0.01221996,-175.6,59.64,65.15,178.7,8.59,7.34,6.89,9.38
LYS,-60,-30,3,1473,0.00203666,-140.18,82.64,78.45,-84.21,16.55,4.34,12.63,0.53
LYS,-60,-30,15,1473,0.0101833,-176.97,68.6,164.11,63.69,9.63,9.85,18.29,11.67
LYS,-60,-30,60,1473,0.0407332,-175.04,63.76,179.01,174.73,8.36,8.29,10.64,9.4
LYS,-60,-30,21,1473,0.01425662,-174.96,67.34,176.24,-58.29,9.62,7.13,8.82,7.43
LYS,-60,-30,3,1473,0.00203666,-173.76,80.97,-109.41,137.48,4.58,0.9,21.96,15.27
LYS,-60,-30,7,1473,0.00475221,177.22,164.05,74.18,69.23,9.58,9.1,17.08,6.63
LYS,-60,-30,34,1473,0.02308215,-174.07,177.32,72.3,177.69,9.69,13.86,11.57,9.08
LYS,-60,-30,8,1473,0.00543109,172.96,172.84,81.94,-77.06,12.13,21.04,15.21,8.67
LYS,-60,-30,49,1473,0.03326544,-177.28,177.95,175.32,62.46,9.54,11.2,12.57,9.71
LYS,-60,-30,181,1473,0.12287848,-175.63,177.98,-179.59,-179.64,7.55,8.14,7.18,7.95
LYS,-60,-30,44,1473,0.02987101,-174.94,171.54,-179.9,-66.02,8.91,12.14,10.95,12.36
LYS,-60,-30,9,1473,0.00610998,-177.09,175.23,-75.78,68.65,8.69,8.69,8.33,13.01
LYS,-60,-30,49,1473,0.03326544,-172.87,-178.41,-67.54,-174.65,9.95,12.04,13.35,12.47
LYS,-60,-30,15,1473,0.0101833,-173.88,-174.86,-66.44,-68.49,6.54,10.7,10.26,10.53
LYS,-60,-30,2,1473,0.00135777,-168.27,-74.78,172.02,54.57,11.4,5.17,6.59,13.42
LYS,-60,-30,11,1473,0.00746775,-171.42,-90.12,-177.16,178.11,16.79,10.7,5.49,9.8
LYS,-60,-30,7,1473,0.00475221,-142.93,-67.14,-176.21,-80.13,12.52,17.4,13.51,20.65
LYS,-60,-30,3,1473,0.00203666,-159.86,-107.65,-64.76,-175.87,10.75,11.21,11.27,13.06
LYS,-60,-30,2,1473,0.00135777,-178.4,-68.25,-90.66,-66.3,41.61,12.09,19.66,6.81
LYS,-60,-30,2,1473,0.00135777,-94.89,99.74,71.95,92.12,7.29,17.68,13.17,26.42
LYS,-60,-30,5,1473,0.00339443,-87.54,64.39,66.29,177.38,10.9,19.44,11.88,16.19
LYS,-60,-30,5,1473,0.00339443,-84.33,88.14,163.38,81.78,12.38,15.06,12.14,17.87
LYS,-60,-30,18,1473,0.01221996,-90.18,67.01,-174.9,179.87,12.61,20.04,14.82,16.11
LYS,-60,-30,2,1473,0.00135777,-86.85,89.94,165.17,-69.76,8.32,10.32,5.66,12.13
LYS,-60,-30,3,1473,0.00203666,-72.48,77.42,-97.65,173.1,18.17,7.59,7.82,16.54
LYS,-60,-30,26,1473,0.01765105,-72.37,177.03,67.1,61.59,9.82,16.07,11.95,8.82
LYS,-60,-30,66,1473,0.04480652,-70.47,172.45,67.12,178.33,8.27,9.68,9.3,8.91
LYS,-60,-30,8,1473,0.00543109,-63.13,175.92,81.66,-62.25,12.02,7.56,16.82,12.18
LYS,-60,-30,59,1473,0.04005431,-70.85,-177.47,173.09,64.73,5.35,8.64,11.09,10.02
LYS,-60,-30,338,1473,0.22946368,-69.71,179.77,-179.98,179.38,6.62,8.21,8.25,8.13
LYS,-60,-30,83,1473,0.05634759,-70.93,-178.29,-177.53,-63.84,7.18,9.32,10.28,11.48
LYS,-60,-30,3,1473,0.00203666,-69.71,-169.61,-110.27,58.17,4.05,15.3,2.05,5.86
LYS,-60,-30,58,1473,0.03937542,-68.61,-170.21,-70.87,-178.75,6.22,9.72,11.47,10.96
LYS,-60,-30,17,1473,0.01154107,-65.97,-156.68,-75.31,-68.97,9.06,8.74,11.74,12.63
LYS,-60,-30,8,1473,0.00543109,-69.46,-82.62,81.74,170.19,10.47,12.58,16.65,20.24
LYS,-60,-30,17,1473,0.01154107,-62.07,-62.02,177.14,59.73,10.62,17.36,14.32,12.77
LYS,-60,-30,61,1473,0.04141208,-65.79,-62.78,-179.92,-179.89,8.25,10.17,8.76,7.43
LYS,-60,-30,22,1473,0.01493551,-62.52,-67.73,-179.74,-68.01,8.5,10.3,13.33,9.29
LYS,-60,-30,2,1473,0.00135777,-54.9,-93.01,-101.22,73.82,26.56,17.99,12.89,5.05
LYS,-60,-30,14,1473,0.00950441,-63.76,-65.49,-65.4,-178.44,9.59,12.71,9.64,4.98
LYS,-60,-30,8,1473,0.00543109,-68.25,-70.78,-80.2,-64.83,7.59,11.26,14.81,8.59
LYS,-60,0,2,64,0.03125,72.72,174.95,65.74,67.76,5.76,4.2,0.63,13.95
LYS,-60,0,3,64,0.046875,70.19,-177.3,76.19,165.37,8.08,25.48,10.04,16.38
LYS,-60,0,3,64,0.046875,64.14,-171.06,-179.27,62.25,5.48,9.46,10.59,1.88
LYS,-60,0,6,64,0.09375,69.21,-173.41,-177.26,-178.09,3.92,8.14,12.46,5.23
LYS,-60,0,2,64,0.03125,62.35,163.47,-60.32,-172.57,2.56,21.6,2.93,10.56
LYS,-60,0,2,64,0.03125,-160.27,-174.32,-162.83,69.09,5.07,6.86,9.98,2.21
LYS,-60,0,2,64,0.03125,-158.28,-179.78,151.04,-74.24,0.0,0.01,0.01,0.03
LYS,-60,0,3,64,0.046875,-64.93,171.34,63.78,-178.92,6.35,1.68,3.19,0.16
LYS,-60,0,15,64,0.234375,-65.58,-177.51,179.31,-178.2,13.67,12.81,6.65,5.92
LYS,-60,0,4,64,0.0625,-62.18,-177.96,-178.01,-45.62,5.25,7.8,6.62,22.05
LYS,-60,0,3,64,0.046875,-61.25,-177.14,-64.75,-177.4,24.03,22.76,16.85,9.35
LYS,-60,0,2,64,0.03125,-62.67,-68.97,176.1,60.29,6.86,10.0,4.5,0.84
LYS,-60,0,2,64,0.03125,-74.17,-84.3,-167.06,162.2,23.59,5.38,3.58,28.49
LYS,-60,0,6,64,0.09375,-62.33,-74.4,-159.18,-62.3,8.59,12.34,14.98,9.71
LYS,-60,30,2,11,0.18181818,-64.13,-131.23,158.67,119.52,0.0,0.0,0.0,0.0
LYS,-60,30,2,11,0.18181818,-93.33,-69.2,173.12,-178.44,8.51,3.46,4.28,5.9
LYS,-60,60,2,10,0.2,-121.77,164.98,136.37,-169.32,0.0,0.0,0.0,0.0
LYS,-60,60,4,10,0.4,-46.9,179.65,177.87,176.26,9.14,8.75,13.29,5.72
LYS,-60,90,3,8,0.375,-163.07,-172.7,-146.22,163.14,7.99,4.34,21.26,4.11
LYS,-60,90,2,8,0.25,-81.28,-98.11,47.3,126.89,0.0,0.0,0.0,0.0
LYS,-60,120,2,132,0.01515152,-152.79,95.28,71.47,-161.69,2.54,15.32,14.86,6.38
LYS,-60,120,4,132,0.03030303,-178.58,67.01,160.35,47.28,13.82,8.28,14.8,11.57
LYS,-60,120,3,132,0.02272727,-166.34,83.06,158.76,-178.8,8.59,9.21,12.35,11.83
LYS,-60,120,3,132,0.02272727,176.56,170.33,78.87,61.23,8.95,13.9,17.94,2.22
LYS,-60,120,3,132,0.02272727,179.6,162.54,75.33,175.66,7.92,8.67,10.51,24.54
LYS,-60,120,6,132,0.04545455,-178.37,-172.7,-177.0,66.5,4.48,9.06,11.72,6.57
LYS,-60,120,39,132,0.29545455,-177.04,175.68,-178.49,179.59,7.5,10.76,7.27,6.07
LYS,-60,120,11,132,0.08333333,-174.53,-174.93,-179.23,-65.71,6.29,12.02,17.35,9.08
LYS,-60,120,5,132,0.03787879,-174.85,-170.08,-71.98,179.82,11.51,4.4,18.44,7.36
LYS,-60,120,2,132,0.01515152,-165.92,-163.91,-89.88,-99.0,0.0,0.0,0.0,0.0
LYS,-60,120,3,132,0.02272727,-68.11,174.77,63.58,174.03,5.58,2.36,4.55,5.86
LYS,-60,120,4,132,0.03030303,-72.56,-177.86,167.31,62.77,8.43,4.09,10.06,5.79
LYS,-60,120,12,132,0.09090909,-62.02,178.3,-174.13,-179.84,7.34,7.75,11.13,8.7
LYS,-60,120,9,132,0.06818182,-66.51,-177.7,-173.92,-58.34,5.1,4.84,7.65,14.98
LYS,-60,120,3,132,0.02272727,-69.28,-75.04,-167.0,62.44,7.6,15.22,13.42,9.18
LYS,-60,120,5,132,0.03787879,-59.85,-61.46,-179.39,-176.28,3.97,3.8,5.26,9.72
LYS,-60,120,6,132,0.04545455,-52.59,-83.04,178.91,-87.5,12.2,12.68,8.01,11.87
LYS,-60,150,3,154,0.01948052,64.8,159.3,84.67,-173.67,7.31,23.07,8.47,9.5
LYS,-60,150,6,154,0.03896104,59.97,178.0,-179.14,177.92,3.21,6.07,5.91,5.84
LYS,-60,150,2,154,0.01298701,64.51,-177.26,-72.42,171.95,4.06,13.54,16.68,1.79
LYS,-60,150,4,154,0.02597403,-171.81,-170.81,77.34,172.29,4.69,13.29,10.76,10.3
LYS,-60,150,7,154,0.04545455,-173.33,174.23,176.38,60.25,10.53,10.55,10.83,3.7
LYS,-60,150,9,154,0.05844156,-177.92,-176.41,-176.53,-173.76,4.67,8.07,22.11,14.51
LYS,-60,150,4,154,0.02597403,-165.82,161.69,179.58,-73.55,5.78,6.09,4.74,2.74
LYS,-60,150,2,154,0.01298701,-174.97,150.91,-96.98,80.52,0.0,0.0,0.0,0.0
LYS,-60,150,7,154,0.04545455,-72.15,89.09,175.91,172.63,16.84,22.63,9.0,9.73
LYS,-60,150,2,154,0.01298701,-74.22,-175.83,69.96,72.76,3.43,3.3,4.65,5.12
LYS,-60,150,11,154,0.07142857,-59.4,-172.98,72.94,178.81,7.74,15.05,10.55,11.22
LYS,-60,150,11,154,0.07142857,-69.23,-175.76,174.91,70.47,8.38,8.78,13.66,12.46
LYS,-60,150,31,154,0.2012987,-65.28,179.38,179.0,-179.69,6.08,11.07,5.65,10.79
LYS,-60,150,10,154,0.06493506,-72.91,-174.17,-177.52,-74.15,5.02,23.92,16.17,8.11
LYS,-60,150,8,154,0.05194805,-65.53,-171.28,-68.6,176.93,8.83,13.63,14.23,9.12
LYS,-60,150,4,154,0.02597403,-64.56,-169.68,-73.33,-61.93,9.11,4.94,4.18,4.03
LYS,-60,150,4,154,0.02597403,-55.19,-90.11,-178.32,64.71,5.07,10.09,6.53,8.96
LYS,-60,150,5,154,0.03246753,-57.37,-66.6,175.54,-175.92,6.9,12.15,6.43,15.47
LYS,-60,150,9,154,0.05844156,-67.88,-72.49,-176.34,-62.56,16.35,6.74,16.74,11.16
LYS,-60,150,2,154,0.01298701,-61.32,-72.95,-71.87,167.97,0.75,10.22,10.4,5.07
LYS,-30,-60,2,33,0.06060606,-165.38,82.92,-170.6,85.8,26.87,14.57,40.62,24.2
LYS,-30,-60,2,33,0.06060606,176.39,171.45,58.93,67.37,8.02,2.71,3.97,0.62
LYS,-30,-60,2,33,0.06060606,-156.75,-178.86,71.17,168.35,4.57,11.69,25.85,9.3
LYS,-30,-60,6,33,0.18181818,-179.29,168.85,-173.08,-174.33,5.95,10.29,10.69,11.33
LYS,-30,-60,2,33,0.06060606,179.02,-171.08,-79.87,75.24,0.0,0.02,0.03,0.01
LYS,-30,-60,4,33,0.12121212,-78.94,-169.41,-176.84,178.03,10.61,2.9,4.51,3.6
LYS,-30,-60,5,33,0.15151515,-69.12,171.65,178.84,-70.08,9.85,6.3,2.13,3.71
LYS,-30,-30,3,15,0.2,179.13,166.99,-177.77,174.34,12.89,3.33,5.0,5.59
LYS,-30,-30,2,15,0.13333333,-70.45,-158.74,148.29,89.42,0.01,0.01,0.01,0.01
LYS,-30,-30,2,15,0.13333333,-64.18,179.25,-176.72,177.98,2.92,1.37,2.67,1.54
LYS,-30,-30,2,15,0.13333333,-89.55,-179.65,174.8,-65.15,6.75,0.7,1.83,1.95
LYS,30,-30,2,8,0.25,-91.86,171.16,-72.23,169.07,0.0,0.0,0.0,0.0
LYS,30,60,2,12,0.16666667,-63.98,-158.5,159.13,79.08,16.45,2.27,7.74,4.48
LYS,30,60,3,12,0.25,-54.31,-179.41,-172.77,179.9,5.85,8.45,9.09,13.06
LYS,30,60,2,12,0.16666667,-47.3,178.24,-57.69,157.78,1.18,13.94,0.44,24.88
LYS,60,-120,2,4,0.5,-42.88,-147.61,-176.22,-50.96,5.63,20.85,25.76,5.97
LYS,60,0,2,16,0.125,-69.44,175.95,98.19,79.27,1.62,8.54,1.5,2.37
LYS,60,0,4,16,0.25,-60.63,170.59,-175.0,-172.0,3.95,10.28,11.92,8.28
LYS,60,0,2,16,0.125,-80.92,164.96,-175.65,-82.69,15.57,23.24,5.64,1.22
LYS,60,0,2,16,0.125,-52.25,-59.64,-178.31,58.44,7.29,0.5,5.69,1.28
LYS,60,30,2,58,0.03448276,-156.68,163.94,179.32,168.93,27.49,17.83,0.45,10.99
LYS,60,30,2,58,0.03448276,-88.93,58.24,162.84,65.4,5.81,16.21,2.45,3.47
LYS,60,30,3,58,0.05172414,-78.94,82.76,176.23,167.87,11.56,1.38,8.74,8.67
LYS,60,30,4,58,0.06896552,-61.47,177.18,76.89,-174.37,11.34,12.55,15.06,8.87
LYS,60,30,5,58,0.0862069,-55.5,-176.01,167.94,81.52,4.33,5.67,18.22,12.51
LYS,60,30,17,58,0.29310345,-59.67,-177.13,-179.4,179.32,3.95,7.11,6.07,7.38
LYS,60,30,3,58,0.05172414,-64.22,177.2,-173.99,-66.63,4.53,1.53,4.77,3.98
LYS,60,30,2,58,0.03448276,-85.9,164.51,-90.27,173.66,2.14,16.83,20.69,8.96
LYS,60,30,2,58,0.03448276,-52.47,-88.46,87.32,71.48,14.47,9.56,15.11,5.03
LYS,60,30,2,58,0.03448276,-55.72,-69.69,-177.71,62.07,4.91,10.88,0.74,3.13
LYS,60,30,8,58,0.13793103,-55.62,-70.92,-174.47,-173.31,8.42,8.6,5.79,5.69
LYS,60,30,3,58,0.05172414,-64.27,-78.18,-157.5,-62.61,14.93,12.08,7.65,14.93
LYS,60,60,2,26,0.07692308,-53.09,-174.78,169.68,67.89,7.53,14.38,4.73,11.02
LYS,60,60,6,26,0.23076923,-62.45,174.04,170.69,175.72,3.87,7.25,9.78,8.45
LYS,60,60,5,26,0.19230769,-61.41,-175.73,-177.49,-59.73,3.27,9.23,8.03,9.58
LYS,60,60,5,26,0.19230769,-48.24,-62.13,-177.57,-168.59,9.24,7.18,10.9,13.7
LYS,60,60,3,26,0.11538462,-51.01,-52.57,175.86,-36.62,8.89,4.23,6.4,12.3
LYS,120,150,2,4,0.5,61.02,-172.58,-174.23,-72.12,0.0,0.0,0.0,0.0
GLN,-150,-180,2,12,0.16666667,74.62,169.99,82.8,0.0,4.63,2.32,4.66,0.0
GLN,-150,-180,2,12,0.16666667,61.14,178.5,173.59,0.0,9.56,7.6,6.0,0.0
GLN,-150,-180,2,12,0.16666667,70.52,-85.54,36.82,0.0,0.01,0.0,0.01,0.0
GLN,-150,-180,3,12,0.25,-52.07,178.16,29.03,0.0,5.56,2.75,15.28,0.0
GLN,-150,60,2,3,0.66666667,-53.05,-176.03,52.6,0.0,0.0,0.0,0.0,0.0
GLN,-150,90,2,10,0.2,-178.51,78.56,42.6,0.0,6.66,20.34,23.21,0.0
GLN,-150,90,3,10,0.3,-170.21,163.6,46.47,0.0,4.82,5.24,20.74,0.0
GLN,-150,90,3,10,0.3,-157.6,178.0,-41.46,0.0,7.51,22.93,14.64,0.0
GLN,-150,120,5,36,0.13888889,176.05,66.45,59.22,0.0,6.29,3.63,5.81,0.0
GLN,-150,120,6,36,0.16666667,-177.07,177.09,49.68,0.0,5.99,11.37,21.03,0.0
GLN,-150,120,3,36,0.08333333,179.17,176.11,179.67,0.0,3.81,7.2,21.02,0.0
GLN,-150,120,9,36,0.25,-173.39,175.01,-38.69,0.0,8.71,14.54,23.24,0.0
GLN,-150,120,2,36,0.05555556,-67.12,178.25,-172.56,0.0,1.69,9.66,0.67,0.0
GLN,-150,120,4,36,0.11111111,-79.12,178.52,-45.83,0.0,15.47,2.93,19.59,0.0
GLN,-150,120,3,36,0.08333333,-69.93,-58.9,-28.01,0.0,2.46,23.66,12.06,0.0
GLN,-150,150,10,64,0.15625,63.55,-174.76,61.8,0.0,6.94,9.39,20.68,0.0
GLN,-150,150,3,64,0.046875,64.06,-165.95,-169.03,0.0,20.41,2.98,35.35,0.0
GLN,-150,150,5,64,0.078125,65.81,173.77,-47.35,0.0,10.1,12.18,17.78,0.0
GLN,-150,150,2,64,0.03125,-178.87,83.89,-68.73,0.0,3.34,17.64,10.92,0.0
GLN,-150,150,10,64,0.15625,-167.59,175.94,72.69,0.0,6.92,8.94,22.46,0.0
GLN,-150,150,9,64,0.140625,-164.1,-178.42,-30.78,0.0,6.48,9.92,18.08,0.0
GLN,-150,150,10,64,0.15625,-68.63,-175.36,36.8,0.0,7.29,8.12,19.83,0.0
GLN,-150,150,7,64,0.109375,-72.22,173.68,-71.49,0.0,9.78,7.58,17.02,0.0
GLN,-150,150,2,64,0.03125,-81.42,-78.31,-173.86,0.0,7.62,21.78,23.84,0.0
GLN,-150,150,2,64,0.03125,-55.16,-73.45,-27.1,0.0,3.91,0.7,25.13,0.0
GLN,-120,-180,4,13,0.30769231,-59.07,-179.07,78.16,0.0,9.27,15.18,29.24,0.0
GLN,-120,-180,2,13,0.15384615,-72.17,176.2,-163.03,0.0,10.62,5.62,36.79,0.0
GLN,-120,-180,4,13,0.30769231,-58.96,-69.51,-35.83,0.0,10.72,3.67,15.2,0.0
GLN,-120,-90,4,4,1.0,-61.41,-66.7,-46.11,0.0,6.66,5.45,16.08,0.0
GLN,-120,-60,2,4,0.5,-64.09,-88.34,-33.3,0.0,3.97,20.11,10.92,0.0
GLN,-120,-30,5,26,0.19230769,-69.04,77.2,41.59,0.0,9.37,0.91,13.78,0.0
GLN,-120,-30,3,26,0.11538462,-63.74,-167.38,-139.3,0.0,9.77,5.09,28.8,0.0
GLN,-120,-30,6,26,0.23076923,-59.72,-176.66,-40.07,0.0,7.8,12.69,20.88,0.0
GLN,-120,-30,2,26,0.07692308,-74.19,-74.72,57.27,0.0,3.18,13.61,7.0,0.0
GLN,-120,-30,5,26,0.19230769,-57.61,-56.73,-45.26,0.0,3.32,9.99,16.88,0.0
GLN,-120,0,2,35,0.05714286,76.55,89.15,56.1,0.0,8.41,2.69,5.15,0.0
GLN,-120,0,2,35,0.05714286,-144.25,162.07,75.23,0.0,4.64,9.48,33.4,0.0
GLN,-120,0,2,35,0.05714286,-173.37,-160.67,-42.06,0.0,7.05,16.82,31.39,0.0
GLN,-120,0,7,35,0.2,-62.48,174.22,44.71,0.0,8.21,10.08,24.85,0.0
GLN,-120,0,7,35,0.2,-64.38,-179.29,-26.79,0.0,8.94,13.94,13.12,0.0
GLN,-120,0,2,35,0.05714286,-47.47,-64.15,58.57,0.0,0.0,0.0,0.0,0.0
GLN,-120,0,2,35,0.05714286,-55.94,-61.26,133.75,0.0,0.34,0.98,8.15,0.0
GLN,-120,0,4,35,0.11428571,-53.69,-56.78,-53.61,0.0,6.94,3.13,4.53,0.0
GLN,-120,30,6,26,0.23076923,-61.28,-178.6,40.93,0.0,6.96,5.18,22.85,0.0
GLN,-120,30,3,26,0.11538462,-58.27,177.53,-177.61,0.0,8.48,1.51,12.25,0.0
GLN,-120,30,4,26,0.15384615,-65.11,-168.35,-55.8,0.0,9.69,13.86,18.11,0.0
GLN,-120,30,2,26,0.07692308,-42.98,-77.17,81.67,0.0,16.55,20.38,36.99,0.0
GLN,-120,30,2,26,0.07692308,-64.29,-75.89,124.02,0.0,6.75,5.77,3.92,0.0
GLN,-120,30,5,26,0.19230769,-62.53,-62.82,-57.29,0.0,4.97,2.46,8.31,0.0
GLN,-120,60,2,9,0.22222222,-175.8,-162.66,-29.31,0.0,19.56,11.23,20.95,0.0
