AA,PHI,PSI,_Count,Count,Prob,B_CHI1,B_CHI2,B_CHI3,B_CHI4,B_CHI1Sig,B_CHI2Sig,B_CHI3Sig,B_CHI4Sig
LYS,-90,90,2,37,0.05405405,-92.2,56.16,179.19,177.58,9.58,5.72,2.25,2.97
LYS,-90,90,3,37,0.08108108,-56.59,-178.94,172.35,65.39,2.87,5.38,2.9,5.17
LYS,-90,90,4,37,0.10810811,-61.91,-176.39,175.75,-169.68,4.13,4.53,4.68,15.17
LYS,-90,90,2,37,0.05405405,-68.83,-61.95,-176.59,-177.71,6.59,17.98,16.19,0.07
LYS,-90,90,2,37,0.05405405,-88.55,-59.36,174.26,-66.59,16.95,1.51,19.38,5.45
LYS,-90,120,2,175,0.01142857,77.97,167.02,-176.45,-173.03,6.27,6.99,11.14,0.38
LYS,-90,120,2,175,0.01142857,165.92,68.75,179.53,42.8,18.62,11.88,0.52,13.96
LYS,-90,120,9,175,0.05142857,178.85,58.85,-178.84,-178.35,4.27,8.58,10.7,7.17
LYS,-90,120,3,175,0.01714286,-179.49,66.87,162.14,-61.24,5.37,6.81,12.94,5.82
LYS,-90,120,7,175,0.04,-176.53,176.78,65.71,177.31,4.72,12.28,5.26,8.28
LYS,-90,120,12,175,0.06857143,-175.91,174.83,176.93,63.23,5.64,7.77,10.04,11.41
LYS,-90,120,31,175,0.17714286,-176.88,179.63,-179.14,174.65,6.15,7.85,7.33,11.26
LYS,-90,120,12,175,0.06857143,-174.8,-178.51,175.44,-63.49,9.55,10.48,6.94,11.61
LYS,-90,120,12,175,0.06857143,-167.15,175.81,-64.08,-174.28,14.01,14.22,6.89,9.14
LYS,-90,120,2,175,0.01142857,-176.58,166.97,-84.78,-75.36,8.28,7.21,11.55,3.63
LYS,-90,120,3,175,0.01714286,-154.98,-67.9,-173.7,-179.64,16.42,8.25,16.23,2.14
LYS,-90,120,2,175,0.01142857,-60.21,156.26,66.64,48.45,3.32,23.39,8.76,11.16
LYS,-90,120,4,175,0.02285714,-71.64,157.65,55.02,179.59,10.12,3.56,6.36,8.7
LYS,-90,120,8,175,0.04571429,-71.34,177.62,172.56,62.28,5.39,8.31,14.11,10.85
LYS,-90,120,21,175,0.12,-65.01,-176.03,175.15,179.45,10.04,9.26,9.18,7.91
LYS,-90,120,10,175,0.05714286,-61.0,179.41,-178.84,-61.6,3.37,5.48,5.52,4.88
LYS,-90,120,4,175,0.02285714,-69.68,173.85,-64.35,-174.09,4.99,4.6,4.35,1.76
LYS,-90,120,3,175,0.01714286,-54.52,-179.59,-68.34,-57.26,0.92,10.58,13.57,12.7
LYS,-90,120,2,175,0.01142857,-58.75,-50.33,-160.21,62.62,3.22,2.22,11.48,2.06
LYS,-90,120,7,175,0.04,-57.95,-66.31,-179.19,178.99,6.35,6.13,3.05,10.58
LYS,-90,120,4,175,0.02285714,-59.05,-68.92,173.23,-71.52,11.11,7.6,16.41,8.66
LYS,-90,150,3,149,0.02013423,84.07,179.19,61.17,169.48,14.15,4.29,1.3,2.1
LYS,-90,150,5,149,0.03355705,63.1,179.25,179.2,176.09,5.78,5.86,10.49,9.51
LYS,-90,150,3,149,0.02013423,66.19,164.36,-87.12,-172.3,6.29,9.33,15.88,15.76
LYS,-90,150,2,149,0.01342282,-134.7,89.14,-164.87,172.94,13.74,13.1,4.43,9.85
LYS,-90,150,2,149,0.01342282,-166.44,167.81,73.27,-169.44,0.36,5.76,6.53,10.72
LYS,-90,150,4,149,0.02684564,-171.33,174.99,-176.57,64.52,3.78,7.23,8.02,8.81
LYS,-90,150,8,149,0.05369128,-171.89,176.86,-177.7,-178.67,7.33,9.66,11.22,9.48
LYS,-90,150,3,149,0.02013423,-165.78,179.44,-70.61,-172.64,5.13,3.52,12.69,7.38
LYS,-90,150,2,149,0.01342282,-86.64,61.98,-149.04,67.86,1.48,11.42,6.39,26.54
LYS,-90,150,4,149,0.02684564,-95.48,69.3,-178.7,177.85,11.95,8.51,12.94,16.26
LYS,-90,150,3,149,0.02013423,-64.76,-169.27,57.8,64.42,6.7,23.12,28.17,5.19
LYS,-90,150,3,149,0.02013423,-55.13,-160.15,68.84,178.76,5.94,4.59,5.95,10.76
LYS,-90,150,9,149,0.06040268,-67.03,-178.44,175.77,67.97,8.56,3.8,11.75,10.34
LYS,-90,150,32,149,0.2147651,-69.05,-173.88,178.83,179.82,8.72,6.8,9.93,8.22
LYS,-90,150,4,149,0.02684564,-64.38,175.33,-168.72,-63.33,10.9,19.36,9.49,13.47
LYS,-90,150,12,149,0.08053691,-65.36,-175.59,-72.44,176.32,11.36,10.45,6.74,14.17
LYS,-90,150,3,149,0.02013423,-62.78,-167.18,-62.6,-61.83,6.22,14.64,5.22,1.15
LYS,-90,150,8,149,0.05369128,-65.1,-66.62,178.1,58.99,7.66,10.68,8.56,7.54
LYS,-90,150,18,149,0.12080537,-59.29,-64.95,179.53,-178.35,5.66,9.83,11.52,10.82
LYS,-90,150,12,149,0.08053691,-56.26,-62.36,-175.81,-58.84,7.91,12.25,9.49,12.05
LYS,-60,-180,2,17,0.11764706,-58.21,168.26,79.83,-74.09,0.03,2.35,0.87,0.71
LYS,-60,-180,3,17,0.17647059,-61.0,172.63,178.23,171.65,1.01,6.37,1.18,14.45
LYS,-60,-180,3,17,0.17647059,-54.43,-98.82,-170.9,-175.29,6.26,19.6,2.91,12.96
LYS,-60,-60,3,559,0.00536673,177.19,70.85,82.68,171.59,2.22,15.1,9.08,3.18
LYS,-60,-60,12,559,0.02146691,-177.52,76.5,170.82,63.59,11.91,12.85,17.36,6.98
LYS,-60,-60,25,559,0.04472272,179.41,68.01,177.75,179.07,10.29,9.23,8.31,10.39
LYS,-60,-60,11,559,0.019678,-179.87,70.07,175.42,-59.62,5.65,13.56,10.96,10.34
LYS,-60,-60,6,559,0.01073345,-174.44,168.7,78.32,64.7,7.52,9.39,14.81,7.01
LYS,-60,-60,25,559,0.04472272,-171.61,-176.56,64.93,175.74,9.87,11.2,12.72,11.0
LYS,-60,-60,3,559,0.00536673,-173.02,175.57,90.03,-64.12,4.17,17.47,14.62,7.66
LYS,-60,-60,27,559,0.04830054,-175.22,-178.07,179.71,63.08,7.39,9.07,12.25,8.86
LYS,-60,-60,99,559,0.17710197,-177.34,178.91,178.23,-179.55,7.56,8.56,7.65,8.43
LYS,-60,-60,27,559,0.04830054,-177.69,-179.98,178.13,-63.43,11.06,10.21,11.3,11.15
LYS,-60,-60,3,559,0.00536673,-174.66,-178.1,-50.59,84.23,3.93,10.38,11.02,2.9
LYS,-60,-60,36,559,0.06440072,-174.19,-172.39,-63.3,179.64,8.42,12.7,11.95,11.16
LYS,-60,-60,7,559,0.01252236,172.8,-167.67,-64.62,-69.41,13.53,13.44,10.91,8.53
LYS,-60,-60,3,559,0.00536673,-174.51,-94.48,-168.36,69.04,12.49,6.48,5.76,13.39
LYS,-60,-60,3,559,0.00536673,-159.55,-96.53,-179.36,177.78,7.86,10.83,10.84,3.37
LYS,-60,-60,2,559,0.00357782,-150.29,-73.37,-169.22,-62.86,0.01,0.01,0.01,0.0
LYS,-60,-60,2,559,0.00357782,-177.78,-70.68,-80.7,67.16,9.23,0.29,4.38,6.7
LYS,-60,-60,2,559,0.00357782,-93.0,97.61,72.63,79.96,6.29,12.45,3.0,8.5
LYS,-60,-60,7,559,0.01252236,-98.04,88.96,175.59,172.63,20.14,19.53,2.73,6.12
LYS,-60,-60,5,559,0.00894454,-63.22,170.45,73.11,68.6,9.23,6.76,5.45,3.42
LYS,-60,-60,21,559,0.03756708,-73.01,177.2,63.5,176.34,6.92,11.8,6.8,7.11
LYS,-60,-60,2,559,0.00357782,-98.63,154.61,85.15,-67.98,16.54,3.6,20.12,12.09
LYS,-60,-60,26,559,0.04651163,-73.94,-169.25,-178.92,65.49,8.39,12.11,11.55,8.23
LYS,-60,-60,99,559,0.17710197,-73.93,179.97,-178.93,178.01,8.35,9.6,9.2,10.45
LYS,-60,-60,24,559,0.04293381,-71.52,176.96,178.32,-68.22,9.16,11.1,14.7,11.3
LYS,-60,-60,12,559,0.02146691,-75.29,-169.21,-67.72,176.33,6.25,11.21,13.83,10.37
LYS,-60,-60,2,559,0.00357782,-60.51,-173.86,-65.33,-61.04,3.33,3.14,1.64,4.32
LYS,-60,-60,2,559,0.00357782,-63.17,-76.76,73.12,176.31,8.35,11.25,16.95,10.41
LYS,-60,-60,11,559,0.019678,-67.81,-70.83,-172.19,59.07,9.58,11.61,18.71,8.62
LYS,-60,-60,27,559,0.04830054,-77.63,-64.55,-178.96,-178.53,10.64,13.23,8.47,6.74
LYS,-60,-60,5,559,0.00894454,-66.54,-67.25,-176.67,-55.14,12.3,6.85,15.17,13.25
LYS,-60,-60,4,559,0.00715564,-55.99,-79.84,-68.68,-58.5,6.21,6.88,4.36,2.99
LYS,-60,-30,3,1437,0.00208768,63.77,82.18,156.68,-173.11,9.43,12.56,10.74,12.65
LYS,-60,-30,5,1437,0.00347947,63.3,170.95,69.42,61.46,13.47,6.94,10.53,16.37
LYS,-60,-30,11,1437,0.00765484,71.37,-179.95,65.21,165.05,15.74,8.03,10.3,13.57
LYS,-60,-30,7,1437,0.00487126,75.61,-171.15,175.65,60.64,15.27,5.37,8.3,14.52
LYS,-60,-30,21,1437,0.01461378,61.51,179.37,179.58,179.28,6.98,8.06,6.34,6.14
LYS,-60,-30,13,1437,0.00904662,62.51,179.38,-174.87,-63.82,4.52,7.96,10.35,6.8
LYS,-60,-30,10,1437,0.00695894,65.16,-178.64,-67.06,-172.79,13.64,15.05,14.58,11.65
LYS,-60,-30,2,1437,0.00139179,63.49,172.34,-85.32,-54.1,0.97,20.29,20.43,6.23
LYS,-60,-30,6,1437,0.00417537,-170.05,73.88,65.67,67.75,11.26,16.32,8.31,7.22
LYS,-60,-30,17,1437,0.0118302,-174.14,61.93,66.1,-178.77,6.65,15.02,8.16,7.84
LYS,-60,-30,14,1437,0.00974252,-172.41,64.51,175.41,61.73,10.85,17.01,13.51,7.61
LYS,-60,-30,50,1437,0.03479471,-174.63,62.88,176.43,175.96,9.75,6.46,9.21,8.28
LYS,-60,-30,14,1437,0.00974252,-162.75,60.5,176.4,-65.0,14.91,7.75,7.03,5.65
LYS,-60,-30,4,1437,0.00278358,-168.19,86.93,-73.69,173.26,6.01,12.03,8.97,10.49
LYS,-60,-30,16,1437,0.01113431,-176.59,165.94,73.85,65.59,11.24,15.65,18.05,5.02
LYS,-60,-30,45,1437,0.03131524,-169.37,171.71,69.45,178.43,12.49,14.19,13.75,11.89
LYS,-60,-30,5,1437,0.00347947,178.5,156.61,77.05,-80.28,11.49,9.79,12.74,7.04
LYS,-60,-30,47,1437,0.03270703,-176.19,176.64,175.44,63.82,8.4,10.07,9.9,12.76
LYS,-60,-30,193,1437,0.13430759,-175.51,178.44,179.32,-179.6,7.57,9.06,8.49,8.2
LYS,-60,-30,61,1437,0.04244955,-173.76,-179.76,-176.86,-63.81,10.37,11.55,11.69,11.21
LYS,-60,-30,3,1437,0.00208768,-165.76,172.19,-76.6,60.67,3.97,10.1,3.07,8.65
LYS,-60,-30,42,1437,0.02922756,-172.13,177.84,-71.97,179.23,11.01,13.39,12.33,12.49
LYS,-60,-30,16,1437,0.01113431,-174.13,179.6,-71.74,-67.42,7.77,13.37,8.51,13.77
LYS,-60,-30,12,1437,0.00835073,-140.59,-74.25,179.4,64.84,11.93,12.42,13.92,13.04
LYS,-60,-30,8,1437,0.00556715,-143.06,-77.82,-179.86,-173.18,16.86,20.46,6.75,8.9
LYS,-60,-30,6,1437,0.00417537,-167.76,-91.12,-173.48,-60.14,17.27,16.14,8.73,10.67
LYS,-60,-30,2,1437,0.00139179,169.74,-105.45,-72.2,-172.84,22.2,12.33,0.03,45.82
LYS,-60,-30,5,1437,0.00347947,-91.79,103.61,62.36,-163.26,13.85,20.93,10.65,11.41
LYS,-60,-30,5,1437,0.00347947,-88.46,57.83,171.0,59.56,9.32,10.89,12.83,12.35
LYS,-60,-30,11,1437,0.00765484,-91.55,70.66,-179.17,175.1,17.23,18.91,14.91,11.92
LYS,-60,-30,4,1437,0.00278358,-91.28,61.34,178.46,-59.31,4.81,15.69,7.39,11.59
LYS,-60,-30,2,1437,0.00139179,-84.51,89.89,-74.05,-179.14,23.39,8.01,1.91,1.49
LYS,-60,-30,32,1437,0.02226862,-70.83,177.99,73.53,62.89,10.77,13.37,10.35,10.5
LYS,-60,-30,68,1437,0.04732081,-71.16,176.74,71.03,178.79,10.82,13.9,11.64,7.61
LYS,-60,-30,12,1437,0.00835073,-65.46,-177.4,81.84,-67.74,12.89,12.14,12.18,9.16
LYS,-60,-30,61,1437,0.04244955,-70.45,-175.73,176.96,66.34,8.25,13.71,15.04,12.59
LYS,-60,-30,323,1437,0.22477383,-69.14,-179.95,179.41,179.38,6.96,8.56,8.6,9.17
LYS,-60,-30,58,1437,0.04036186,-71.53,179.58,-177.53,-64.85,7.91,9.66,12.29,12.68
LYS,-60,-30,5,1437,0.00347947,-69.11,-171.93,-88.67,75.02,10.45,4.93,15.08,9.92
LYS,-60,-30,66,1437,0.04592902,-69.04,-168.38,-69.48,-173.44,6.87,11.1,10.82,10.22
LYS,-60,-30,23,1437,0.01600557,-71.3,-164.76,-69.19,-70.5,7.05,8.16,9.58,12.98
LYS,-60,-30,2,1437,0.00139179,-79.91,-72.7,98.24,43.88,25.91,14.73,12.33,8.72
LYS,-60,-30,5,1437,0.00347947,-56.25,-84.77,80.93,172.31,9.26,15.34,9.0,8.29
LYS,-60,-30,2,1437,0.00139179,-80.29,-82.7,76.87,0.0,0.0,0.01,0.0,0.0
LYS,-60,-30,23,1437,0.01600557,-66.01,-72.47,-178.16,62.24,9.51,15.58,10.56,12.66
LYS,-60,-30,50,1437,0.03479471,-68.71,-65.7,179.5,179.52,10.56,9.77,9.81,8.03
LYS,-60,-30,19,1437,0.01322199,-62.3,-66.09,174.45,-58.49,11.41,9.33,9.85,10.34
LYS,-60,-30,3,1437,0.00208768,-43.46,-75.58,-93.99,57.2,24.61,8.76,9.88,4.71
LYS,-60,-30,16,1437,0.01113431,-61.42,-70.31,-69.99,178.52,12.95,13.78,9.13,9.49
LYS,-60,-30,3,1437,0.00208768,-56.23,-118.79,-57.69,-96.03,8.67,0.56,15.98,15.94
LYS,-60,0,2,69,0.02898551,67.96,-173.17,168.12,43.54,23.32,17.61,1.82,0.07
LYS,-60,0,10,69,0.14492754,67.52,173.31,-174.97,177.48,6.4,9.19,7.13,5.65
LYS,-60,0,2,69,0.02898551,60.76,177.98,178.27,-61.87,3.01,0.49,0.48,0.83
LYS,-60,0,3,69,0.04347826,-159.41,-162.7,-174.47,175.57,24.5,12.1,17.92,11.75
LYS,-60,0,4,69,0.05797101,-152.03,163.42,168.02,-66.73,25.42,22.52,5.48,4.03
LYS,-60,0,4,69,0.05797101,-73.69,-167.95,-166.3,56.96,4.04,6.16,18.89,11.71
LYS,-60,0,18,69,0.26086957,-67.06,-178.5,-177.92,-179.52,7.97,8.85,12.06,8.72
LYS,-60,0,2,69,0.02898551,-65.51,166.56,158.35,-58.71,26.64,10.93,19.87,27.81
LYS,-60,0,6,69,0.08695652,-66.53,-157.18,-78.0,174.87,3.91,12.83,20.82,10.25
LYS,-60,0,4,69,0.05797101,-56.44,-67.63,-170.1,-178.07,2.65,18.51,14.82,11.91
LYS,-60,0,2,69,0.02898551,-63.64,-87.11,152.33,-73.07,3.37,1.49,4.38,12.78
LYS,-60,0,2,69,0.02898551,-74.7,-71.53,-94.0,179.55,0.46,31.5,2.99,6.31
LYS,-60,30,2,7,0.28571429,-92.12,-64.66,163.63,172.24,0.02,0.01,0.0,0.0
LYS,-60,60,2,7,0.28571429,-41.8,172.27,-174.03,172.8,0.0,0.01,0.0,0.0
LYS,-60,90,3,8,0.375,-87.15,178.07,-177.83,-174.19,14.25,23.18,7.62,3.76
LYS,-60,120,3,111,0.02702703,57.51,168.2,-175.84,-175.27,18.69,4.98,7.68,4.16
LYS,-60,120,3,111,0.02702703,-173.46,80.71,71.12,-173.44,19.52,16.12,3.13,7.1
LYS,-60,120,2,111,0.01801802,-173.75,77.39,-152.55,69.97,6.78,2.15,20.74,20.07
LYS,-60,120,4,111,0.03603604,175.92,73.96,-179.02,179.85,8.33,1.8,3.88,6.06
LYS,-60,120,2,111,0.01801802,-169.57,177.74,49.8,76.74,1.13,11.32,22.26,10.49
LYS,-60,120,3,111,0.02702703,178.42,-175.85,63.82,176.42,6.96,3.51,5.7,6.78
LYS,-60,120,9,111,0.08108108,-176.2,-172.29,172.0,65.37,9.13,9.5,8.18,12.9
LYS,-60,120,24,111,0.21621622,177.9,-179.6,177.55,-178.35,6.97,8.79,7.11,8.6
LYS,-60,120,6,111,0.05405405,-178.0,177.96,-171.58,-58.46,5.74,4.53,7.28,7.12
LYS,-60,120,5,111,0.04504505,-175.86,-170.68,-82.78,-177.33,7.57,14.64,9.11,2.48
LYS,-60,120,2,111,0.01801802,-152.47,-98.19,160.31,177.2,3.25,16.65,2.13,15.12
LYS,-60,120,2,111,0.01801802,-79.75,52.52,169.5,53.28,6.52,15.1,1.87,1.37
LYS,-60,120,4,111,0.03603604,-62.84,170.74,68.76,-176.44,6.18,13.85,0.38,14.41
LYS,-60,120,4,111,0.03603604,-59.13,-171.52,159.68,62.22,3.94,12.25,10.3,15.92
LYS,-60,120,13,111,0.11711712,-62.39,-178.45,-176.83,177.46,12.16,7.73,8.11,6.1
LYS,-60,120,5,111,0.04504505,-58.43,174.12,-155.86,-59.91,4.31,15.79,11.57,12.39
LYS,-60,120,2,111,0.01801802,-95.92,169.1,-58.81,-81.37,3.43,10.94,2.3,5.13
LYS,-60,120,3,111,0.02702703,-66.16,-70.7,173.78,63.15,6.41,13.97,6.31,5.18
LYS,-60,120,3,111,0.02702703,-65.22,-69.58,-172.52,-85.34,1.82,6.43,7.11,14.41
LYS,-60,120,2,111,0.01801802,-65.6,-59.96,-58.93,-172.14,4.33,3.35,0.06,2.89
LYS,-60,150,2,156,0.01282051,70.13,100.48,-172.11,-179.83,2.37,3.43,9.52,4.66
LYS,-60,150,6,156,0.03846154,63.61,-178.25,-172.43,178.45,3.82,9.61,3.88,4.14
LYS,-60,150,2,156,0.01282051,88.01,-177.93,-163.17,-61.75,17.08,16.38,13.52,14.5
LYS,-60,150,3,156,0.01923077,177.09,75.32,179.75,177.13,3.58,9.2,0.69,6.14
LYS,-60,150,2,156,0.01282051,-171.87,74.94,-91.02,-29.84,9.0,43.35,27.11,25.74
LYS,-60,150,2,156,0.01282051,-152.23,171.99,80.51,59.28,10.14,9.41,19.37,6.99
LYS,-60,150,3,156,0.01923077,-175.93,179.95,63.0,163.66,7.49,4.31,16.07,16.89
LYS,-60,150,14,156,0.08974359,-169.77,176.56,-178.39,179.3,8.85,5.42,4.53,6.62
LYS,-60,150,5,156,0.03205128,-176.03,-177.26,177.73,-70.59,4.97,13.06,10.81,7.13
LYS,-60,150,3,156,0.01923077,-170.44,177.43,-73.04,-164.46,6.23,2.91,20.66,5.5
LYS,-60,150,3,156,0.01923077,-178.91,177.78,-66.19,-65.65,6.56,5.5,14.19,8.86
LYS,-60,150,4,156,0.02564103,-78.56,77.85,174.4,169.88,18.94,12.14,6.29,4.98
LYS,-60,150,3,156,0.01923077,-69.39,-177.9,88.15,167.42,19.03,1.46,11.72,10.07
LYS,-60,150,14,156,0.08974359,-71.62,-171.34,169.73,67.24,7.73,10.52,17.4,9.91
LYS,-60,150,33,156,0.21153846,-63.54,-178.91,-178.51,176.12,8.26,9.5,8.86,11.5
LYS,-60,150,8,156,0.05128205,-61.33,-172.53,-179.4,-60.47,3.39,13.82,10.96,10.02
LYS,-60,150,5,156,0.03205128,-59.95,-178.53,-73.2,-176.93,5.2,15.9,10.49,15.02
LYS,-60,150,7,156,0.04487179,-66.88,-175.06,-67.52,-69.17,7.17,10.06,2.54,6.0
LYS,-60,150,8,156,0.05128205,-59.16,-63.4,171.43,57.53,5.52,17.72,12.46,12.66
LYS,-60,150,9,156,0.05769231,-65.91,-70.29,-168.05,-176.63,12.45,11.04,8.17,10.27
LYS,-60,150,3,156,0.01923077,-55.68,-73.25,-169.55,-58.42,10.14,8.93,8.63,1.24
LYS,-60,150,2,156,0.01282051,-53.27,-80.89,-73.48,-56.79,5.32,5.59,18.41,0.35
LYS,-30,-60,4,31,0.12903226,-179.64,173.45,178.19,179.05,3.75,2.7,6.98,8.12
LYS,-30,-60,2,31,0.06451613,-177.25,151.86,149.28,-69.83,1.75,9.27,19.0,14.27
LYS,-30,-60,4,31,0.12903226,-81.06,-161.89,-175.81,67.41,6.22,5.26,6.35,8.99
LYS,-30,-60,4,31,0.12903226,-75.86,179.79,174.92,174.53,3.81,7.83,12.07,11.0
LYS,-30,-60,2,31,0.06451613,-71.34,159.66,-178.61,-85.75,4.89,1.76,7.95,15.59
LYS,-30,-60,2,31,0.06451613,-64.75,175.12,-66.64,-64.72,3.76,5.19,2.15,7.23
LYS,-30,-60,2,31,0.06451613,-86.41,-73.24,-158.53,176.53,19.81,21.05,27.83,28.28
LYS,-30,-30,3,23,0.13043478,-175.86,171.85,176.87,171.23,3.43,11.48,2.14,7.58
LYS,-30,-30,7,23,0.30434783,-67.25,-178.27,-175.69,-170.94,14.5,8.39,17.37,12.03
LYS,-30,-30,2,23,0.08695652,-38.46,-161.1,-155.84,-83.77,15.63,27.37,16.58,25.01
LYS,-30,-30,2,23,0.08695652,-56.43,-59.78,167.62,-174.28,17.23,11.25,11.21,4.34
LYS,-30,120,3,9,0.33333333,-163.78,173.17,179.07,-169.49,6.28,0.3,8.49,8.93
LYS,0,-30,2,6,0.33333333,-176.87,65.08,-175.0,175.57,5.34,0.49,10.79,7.51
LYS,30,-60,4,10,0.4,-174.49,-174.94,173.16,-169.62,6.79,10.32,2.58,4.72
LYS,30,-60,5,10,0.5,-70.58,-163.55,-179.99,-163.27,2.65,9.98,14.87,13.05
LYS,30,60,2,10,0.2,31.76,177.26,-179.52,51.99,8.84,16.29,0.58,1.07
LYS,30,60,2,10,0.2,-63.32,-177.4,178.5,178.58,2.1,3.59,0.52,0.39
LYS,30,60,2,10,0.2,-53.56,-172.48,-169.78,-62.25,6.74,22.3,18.36,1.74
LYS,60,0,2,14,0.14285714,-105.63,53.74,161.08,-31.29,0.43,8.07,19.46,18.45
LYS,60,0,4,14,0.28571429,-64.34,-172.97,165.25,73.72,4.56,11.21,6.4,9.28
LYS,60,0,3,14,0.21428571,-63.39,-179.54,168.81,178.26,5.37,2.43,6.52,7.25
LYS,60,30,6,46,0.13043478,-79.54,57.62,-173.17,176.82,7.97,12.35,4.13,2.96
LYS,60,30,18,46,0.39130435,-62.87,177.43,-179.0,176.32,7.77,11.42,7.62,11.69
LYS,60,30,5,46,0.10869565,-64.04,-175.88,179.49,-66.12,7.87,8.74,9.19,17.78
LYS,60,30,2,46,0.04347826,-65.47,177.02,-56.55,-175.64,6.83,2.07,13.44,0.09
LYS,60,30,2,46,0.04347826,-46.83,-69.87,-160.5,68.83,4.96,2.0,17.97,6.35
LYS,60,30,2,46,0.04347826,-56.83,-78.32,-169.37,168.38,1.36,9.32,35.85,23.66
LYS,60,30,4,46,0.08695652,-66.96,-64.25,-165.79,-59.47,7.98,3.53,9.76,5.6
LYS,60,30,2,46,0.04347826,-61.81,-53.43,-69.44,-68.51,18.2,6.18,4.76,6.65
LYS,60,60,4,41,0.09756098,-82.33,82.86,178.58,177.95,18.27,10.34,4.15,6.06
LYS,60,60,2,41,0.04878049,-69.39,175.79,59.54,177.23,4.4,2.93,25.84,26.87
LYS,60,60,3,41,0.07317073,-60.96,178.08,-173.27,71.27,0.84,0.94,16.32,7.57
LYS,60,60,9,41,0.2195122,-63.63,-176.48,-175.47,174.65,7.08,12.3,7.8,9.71
LYS,60,60,3,41,0.07317073,-54.65,174.38,157.74,-58.45,4.52,26.65,23.68,4.86
LYS,60,60,3,41,0.07317073,-56.2,-172.93,-70.17,175.47,1.63,18.89,21.84,12.23
LYS,60,60,3,41,0.07317073,-63.14,-159.26,-70.78,-64.08,2.56,17.37,16.31,12.43
LYS,60,60,4,41,0.09756098,-52.1,-64.66,174.03,-179.56,8.62,6.48,8.74,10.93
LYS,60,60,6,41,0.14634146,-60.55,-59.0,170.23,-62.41,7.28,5.78,12.19,7.88
LYS,60,60,2,41,0.04878049,-69.5,-57.07,-66.22,-151.36,16.02,6.33,8.03,5.08
LYS,60,90,2,4,0.5,-61.89,-66.55,-176.91,-170.2,2.82,9.37,4.9,2.36
GLN,-180,120,2,3,0.66666667,-176.08,59.39,-79.36,0.0,0.01,0.01,0.04,0.0
GLN,-180,150,3,7,0.42857143,-170.27,91.46,55.32,0.0,13.9,17.22,10.71,0.0
GLN,-150,-180,3,13,0.23076923,66.89,-168.78,61.67,0.0,2.86,11.11,6.4,0.0
GLN,-150,-180,3,13,0.23076923,64.08,177.12,-42.84,0.0,2.48,3.63,17.42,0.0
GLN,-150,-180,2,13,0.15384615,-54.14,178.0,-160.51,0.0,9.15,8.66,31.79,0.0
GLN,-150,-180,2,13,0.15384615,-54.78,175.1,-28.32,0.0,8.92,4.64,26.93,0.0
GLN,-150,90,2,3,0.66666667,-159.18,-161.49,-67.46,0.0,15.82,18.33,47.38,0.0
GLN,-150,120,11,39,0.28205128,173.16,76.6,40.52,0.0,18.49,9.07,16.93,0.0
GLN,-150,120,2,39,0.05128205,-163.66,91.3,-72.0,0.0,9.46,9.29,44.27,0.0
GLN,-150,120,10,39,0.25641026,-174.21,175.44,46.31,0.0,7.94,8.75,19.06,0.0
GLN,-150,120,3,39,0.07692308,-179.46,166.68,176.55,0.0,4.93,5.31,31.93,0.0
GLN,-150,120,6,39,0.15384615,-169.18,178.37,-41.09,0.0,5.81,4.21,28.77,0.0
GLN,-150,120,3,39,0.07692308,-72.01,-162.3,-48.2,0.0,16.19,18.64,28.29,0.0
GLN,-150,150,8,80,0.1,61.81,-172.83,65.08,0.0,5.74,9.1,17.21,0.0
GLN,-150,150,5,80,0.0625,55.05,-174.07,169.56,0.0,8.38,6.62,12.7,0.0
GLN,-150,150,11,80,0.1375,65.62,-177.23,-54.93,0.0,9.44,8.92,19.74,0.0
GLN,-150,150,3,80,0.0375,-150.55,73.69,-139.65,0.0,18.02,13.29,8.55,0.0
GLN,-150,150,10,80,0.125,-174.02,174.46,52.87,0.0,10.28,10.55,21.69,0.0
GLN,-150,150,3,80,0.0375,-168.24,-173.1,160.76,0.0,8.47,8.57,16.92,0.0
GLN,-150,150,11,80,0.1375,-176.68,-175.28,-38.5,0.0,8.65,12.16,20.71,0.0
GLN,-150,150,7,80,0.0875,-60.2,-171.27,30.26,0.0,15.17,10.01,9.59,0.0
GLN,-150,150,3,80,0.0375,-65.23,-174.48,-178.57,0.0,12.86,7.49,11.63,0.0
GLN,-150,150,12,80,0.15,-63.41,-177.8,-50.6,0.0,5.4,8.48,33.52,0.0
GLN,-150,150,2,80,0.025,-86.98,-71.68,66.8,0.0,13.83,1.93,40.48,0.0
GLN,-120,-180,3,9,0.33333333,-59.37,173.12,90.46,0.0,9.59,5.44,9.53,0.0
GLN,-120,-180,4,9,0.44444444,-56.74,-62.15,-49.27,0.0,5.66,4.09,9.25,0.0
GLN,-120,-150,2,3,0.66666667,171.79,-176.42,55.51,0.0,0.0,0.0,0.0,0.0
GLN,-120,-60,2,7,0.28571429,-58.38,-62.3,-33.58,0.0,1.34,0.99,26.72,0.0
GLN,-120,-30,2,19,0.10526316,176.03,175.96,-53.76,0.0,2.7,6.02,5.02,0.0
GLN,-120,-30,2,19,0.10526316,-68.76,73.81,51.26,0.0,7.59,6.47,4.63,0.0
GLN,-120,-30,2,19,0.10526316,-63.87,176.59,50.04,0.0,0.03,11.85,23.21,0.0
