AA,PHI,PSI,_Count,Count,Prob,U_CHI1,U_CHI2,U_CHI3,U_CHI4,U_CHI1Sig,U_CHI2Sig,U_CHI3Sig,U_CHI4Sig
LYS,-60,120,4,104,0.03846154,-60.42,-62.37,179.01,-172.93,5.01,4.64,6.16,11.9
LYS,-60,120,6,104,0.05769231,-52.59,-83.04,178.91,-87.5,12.2,12.68,8.01,11.87
LYS,-60,150,3,128,0.0234375,64.8,159.3,84.67,-173.67,7.31,23.07,8.47,9.5
LYS,-60,150,4,128,0.03125,61.81,178.32,-178.7,177.49,4.4,9.51,9.0,11.24
LYS,-60,150,2,128,0.015625,-174.41,-170.44,68.61,171.44,0.27,9.95,2.01,2.87
LYS,-60,150,7,128,0.0546875,-173.33,174.23,176.38,60.25,10.53,10.55,10.83,3.7
LYS,-60,150,8,128,0.0625,-176.83,-177.7,-172.84,-173.77,4.02,8.31,24.02,16.38
LYS,-60,150,4,128,0.03125,-165.82,161.69,179.58,-73.55,5.78,6.09,4.74,2.74
LYS,-60,150,2,128,0.015625,-174.97,150.91,-96.98,80.52,0.0,0.0,0.0,0.0
LYS,-60,150,5,128,0.0390625,-84.82,78.6,170.95,166.4,13.71,28.22,10.01,9.61
LYS,-60,150,11,128,0.0859375,-59.4,-172.98,72.94,178.81,7.74,15.05,10.55,11.22
LYS,-60,150,10,128,0.078125,-70.47,-174.69,174.05,72.56,8.83,9.14,14.8,12.59
LYS,-60,150,25,128,0.1953125,-65.52,179.42,179.47,179.84,6.41,11.45,5.49,11.7
LYS,-60,150,10,128,0.078125,-72.91,-174.17,-177.52,-74.15,5.02,23.92,16.17,8.11
LYS,-60,150,7,128,0.0546875,-63.24,-173.88,-69.59,174.67,8.54,14.82,16.16,8.72
LYS,-60,150,2,128,0.015625,-64.19,-164.22,-71.18,-62.41,5.94,2.96,3.63,1.87
LYS,-60,150,4,128,0.03125,-55.19,-90.11,-178.32,64.71,5.07,10.09,6.53,8.96
LYS,-60,150,5,128,0.0390625,-57.37,-66.6,175.54,-175.92,6.9,12.15,6.43,15.47
LYS,-60,150,8,128,0.0625,-70.23,-73.68,-178.89,-65.0,17.49,7.11,17.92,11.33
LYS,-30,-60,2,25,0.08,-165.38,82.92,-170.6,85.8,26.87,14.57,40.62,24.2
LYS,-30,-60,5,25,0.2,178.76,165.09,-172.14,-170.25,6.07,9.67,12.74,10.02
LYS,-30,-60,4,25,0.16,-78.94,-169.41,-176.84,178.03,10.61,2.9,4.51,3.6
LYS,-30,-60,5,25,0.2,-69.12,171.65,178.84,-70.08,9.85,6.3,2.13,3.71
LYS,-30,-30,2,11,0.18181818,173.06,169.43,-173.62,176.19,18.22,2.49,6.11,7.94
LYS,-30,-30,2,11,0.18181818,-89.55,-179.65,174.8,-65.15,6.75,0.7,1.83,1.95
LYS,30,-30,2,8,0.25,-91.86,171.16,-72.23,169.07,0.0,0.0,0.0,0.0
LYS,30,60,2,10,0.2,-63.98,-158.5,159.13,79.08,16.45,2.27,7.74,4.48
LYS,30,60,3,10,0.3,-54.31,-179.41,-172.77,179.9,5.85,8.45,9.09,13.06
LYS,30,60,2,10,0.2,-47.3,178.24,-57.69,157.78,1.18,13.94,0.44,24.88
LYS,60,-120,2,3,0.66666667,-42.88,-147.61,-176.22,-50.96,5.63,20.85,25.76,5.97
LYS,60,0,2,13,0.15384615,-69.44,175.95,98.19,79.27,1.62,8.54,1.5,2.37
LYS,60,0,4,13,0.30769231,-60.63,170.59,-175.0,-172.0,3.95,10.28,11.92,8.28
LYS,60,0,2,13,0.15384615,-80.92,164.96,-175.65,-82.69,15.57,23.24,5.64,1.22
LYS,60,0,2,13,0.15384615,-52.25,-59.64,-178.31,58.44,7.29,0.5,5.69,1.28
LYS,60,30,2,51,0.03921569,-156.68,163.94,179.32,168.93,27.49,17.83,0.45,10.99
LYS,60,30,2,51,0.03921569,-88.93,58.24,162.84,65.4,5.81,16.21,2.45,3.47
LYS,60,30,3,51,0.05882353,-78.94,82.76,176.23,167.87,11.56,1.38,8.74,8.67
LYS,60,30,4,51,0.07843137,-61.47,177.18,76.89,-174.37,11.34,12.55,15.06,8.87
LYS,60,30,5,51,0.09803922,-55.5,-176.01,167.94,81.52,4.33,5.67,18.22,12.51
LYS,60,30,15,51,0.29411765,-59.75,-178.26,-179.55,179.79,3.61,6.32,5.07,6.25
LYS,60,30,3,51,0.05882353,-64.22,177.2,-173.99,-66.63,4.53,1.53,4.77,3.98
LYS,60,30,8,51,0.15686275,-55.62,-70.92,-174.47,-173.31,8.42,8.6,5.79,5.69
LYS,60,30,3,51,0.05882353,-64.27,-78.18,-157.5,-62.61,14.93,12.08,7.65,14.93
LYS,60,60,6,23,0.26086957,-62.45,174.04,170.69,175.72,3.87,7.25,9.78,8.45
LYS,60,60,5,23,0.2173913,-61.41,-175.73,-177.49,-59.73,3.27,9.23,8.03,9.58
LYS,60,60,4,23,0.17391304,-52.43,-59.77,-176.8,-173.99,8.61,4.1,13.5,10.24
LYS,60,60,3,23,0.13043478,-51.01,-52.57,175.86,-36.62,8.89,4.23,6.4,12.3
GLN,-150,-180,2,11,0.18181818,74.62,169.99,82.8,0.0,4.63,2.32,4.66,0.0
GLN,-150,-180,2,11,0.18181818,61.14,178.5,173.59,0.0,9.56,7.6,6.0,0.0
GLN,-150,-180,2,11,0.18181818,70.52,-85.54,36.82,0.0,0.01,0.0,0.01,0.0
GLN,-150,-180,3,11,0.27272727,-52.07,178.16,29.03,0.0,5.56,2.75,15.28,0.0
GLN,-150,60,2,3,0.66666667,-53.05,-176.03,52.6,0.0,0.0,0.0,0.0,0.0
GLN,-150,90,2,10,0.2,-178.51,78.56,42.6,0.0,6.66,20.34,23.21,0.0
GLN,-150,90,3,10,0.3,-170.21,163.6,46.47,0.0,4.82,5.24,20.74,0.0
GLN,-150,90,3,10,0.3,-157.6,178.0,-41.46,0.0,7.51,22.93,14.64,0.0
GLN,-150,120,5,35,0.14285714,176.05,66.45,59.22,0.0,6.29,3.63,5.81,0.0
GLN,-150,120,6,35,0.17142857,-177.07,177.09,49.68,0.0,5.99,11.37,21.03,0.0
GLN,-150,120,3,35,0.08571429,179.17,176.11,179.67,0.0,3.81,7.2,21.02,0.0
GLN,-150,120,8,35,0.22857143,-172.73,172.24,-33.99,0.0,9.92,15.26,24.12,0.0
GLN,-150,120,2,35,0.05714286,-67.12,178.25,-172.56,0.0,1.69,9.66,0.67,0.0
GLN,-150,120,4,35,0.11428571,-79.12,178.52,-45.83,0.0,15.47,2.93,19.59,0.0
GLN,-150,120,3,35,0.08571429,-69.93,-58.9,-28.01,0.0,2.46,23.66,12.06,0.0
GLN,-150,150,9,53,0.16981132,65.1,-175.48,57.67,0.0,6.0,10.44,20.86,0.0
GLN,-150,150,3,53,0.05660377,64.06,-165.95,-169.03,0.0,20.41,2.98,35.35,0.0
GLN,-150,150,4,53,0.0754717,63.97,176.08,-54.21,0.0,14.54,14.83,19.99,0.0
GLN,-150,150,2,53,0.03773585,-178.87,83.89,-68.73,0.0,3.34,17.64,10.92,0.0
GLN,-150,150,9,53,0.16981132,-168.72,175.05,67.82,0.0,7.21,6.98,21.65,0.0
GLN,-150,150,7,53,0.13207547,-164.51,-173.75,-27.75,0.0,5.59,9.2,17.1,0.0
GLN,-150,150,6,53,0.11320755,-63.84,-173.22,51.1,0.0,4.99,13.55,21.43,0.0
GLN,-150,150,5,53,0.09433962,-71.28,178.24,-63.36,0.0,9.81,3.73,18.25,0.0
GLN,-150,150,2,53,0.03773585,-81.42,-78.31,-173.86,0.0,7.62,21.78,23.84,0.0
GLN,-150,150,2,53,0.03773585,-55.16,-73.45,-27.1,0.0,3.91,0.7,25.13,0.0
GLN,-120,-180,4,13,0.30769231,-59.07,-179.07,78.16,0.0,9.27,15.18,29.24,0.0
GLN,-120,-180,2,13,0.15384615,-72.17,176.2,-163.03,0.0,10.62,5.62,36.79,0.0
GLN,-120,-180,4,13,0.30769231,-58.96,-69.51,-35.83,0.0,10.72,3.67,15.2,0.0
GLN,-120,-90,2,2,1.0,-61.91,-60.82,-38.22,0.0,6.65,2.23,11.66,0.0
GLN,-120,-60,2,4,0.5,-64.09,-88.34,-33.3,0.0,3.97,20.11,10.92,0.0
GLN,-120,-30,3,23,0.13043478,-74.2,77.59,26.9,0.0,10.23,1.73,10.85,0.0
GLN,-120,-30,3,23,0.13043478,-63.74,-167.38,-139.3,0.0,9.77,5.09,28.8,0.0
GLN,-120,-30,5,23,0.2173913,-57.21,178.66,-32.27,0.0,7.67,10.0,21.23,0.0
GLN,-120,-30,2,23,0.08695652,-74.19,-74.72,57.27,0.0,3.18,13.61,7.0,0.0
GLN,-120,-30,5,23,0.2173913,-57.61,-56.73,-45.26,0.0,3.32,9.99,16.88,0.0
GLN,-120,0,2,30,0.06666667,-173.37,-160.67,-42.06,0.0,7.05,16.82,31.39,0.0
GLN,-120,0,7,30,0.23333333,-62.48,174.22,44.71,0.0,8.21,10.08,24.85,0.0
GLN,-120,0,7,30,0.23333333,-64.38,-179.29,-26.79,0.0,8.94,13.94,13.12,0.0
GLN,-120,0,2,30,0.06666667,-47.47,-64.15,58.57,0.0,0.0,0.0,0.0,0.0
GLN,-120,0,2,30,0.06666667,-55.94,-61.26,133.75,0.0,0.34,0.98,8.15,0.0
GLN,-120,0,4,30,0.13333333,-53.69,-56.78,-53.61,0.0,6.94,3.13,4.53,0.0
GLN,-120,30,5,22,0.22727273,-59.91,179.78,34.65,0.0,7.86,5.18,25.14,0.0
GLN,-120,30,2,22,0.09090909,-51.7,177.37,-171.88,0.0,7.01,2.17,0.46,0.0
GLN,-120,30,4,22,0.18181818,-65.11,-168.35,-55.8,0.0,9.69,13.86,18.11,0.0
GLN,-120,30,2,22,0.09090909,-42.98,-77.17,81.67,0.0,16.55,20.38,36.99,0.0
GLN,-120,30,2,22,0.09090909,-64.29,-75.89,124.02,0.0,6.75,5.77,3.92,0.0
GLN,-120,30,4,22,0.18181818,-64.38,-62.2,-60.9,0.0,5.32,2.93,5.04,0.0
GLN,-120,60,2,8,0.25,-175.8,-162.66,-29.31,0.0,19.56,11.23,20.95,0.0
GLN,-120,60,2,8,0.25,-70.36,176.54,53.66,0.0,7.1,7.94,10.05,0.0
GLN,-120,60,3,8,0.375,-53.55,-171.01,-80.93,0.0,3.84,20.58,28.03,0.0
GLN,-120,90,2,24,0.08333333,175.35,46.43,59.58,0.0,8.07,6.59,10.37,0.0
GLN,-120,90,2,24,0.08333333,171.89,-173.59,38.89,0.0,7.03,3.44,37.56,0.0
GLN,-120,90,3,24,0.125,-179.66,-176.18,-67.32,0.0,3.25,3.07,33.71,0.0
GLN,-120,90,7,24,0.29166667,-59.67,-172.88,-29.1,0.0,9.58,4.25,29.41,0.0
GLN,-120,90,5,24,0.20833333,-61.73,-66.55,-33.28,0.0,6.71,4.51,18.34,0.0
GLN,-120,120,4,64,0.0625,177.1,65.82,62.71,0.0,6.47,7.18,8.5,0.0
GLN,-120,120,3,64,0.046875,-172.39,69.8,-162.75,0.0,13.06,3.97,16.06,0.0
GLN,-120,120,2,64,0.03125,-155.29,59.78,-89.05,0.0,19.39,2.5,12.98,0.0
GLN,-120,120,6,64,0.09375,-174.91,174.68,54.83,0.0,3.52,5.22,27.85,0.0
GLN,-120,120,4,64,0.0625,-174.53,-175.45,-169.94,0.0,5.2,9.23,5.12,0.0
GLN,-120,120,6,64,0.09375,179.25,-179.42,-75.54,0.0,3.22,5.7,21.13,0.0
GLN,-120,120,2,64,0.03125,-70.46,70.91,-129.78,0.0,0.0,0.0,0.0,0.0
GLN,-120,120,12,64,0.1875,-62.7,-176.2,51.37,0.0,7.49,7.69,21.81,0.0
GLN,-120,120,11,64,0.171875,-64.75,174.97,-43.13,0.0,2.76,10.29,18.16,0.0
GLN,-120,120,2,64,0.03125,-61.43,-74.85,77.14,0.0,3.42,3.2,16.36,0.0
GLN,-120,120,8,64,0.125,-65.85,-68.04,-52.86,0.0,8.09,5.0,16.97,0.0
GLN,-120,150,8,117,0.06837607,56.64,-178.61,46.35,0.0,16.26,8.42,20.96,0.0
GLN,-120,150,2,117,0.01709402,71.71,166.53,175.26,0.0,14.05,25.36,29.55,0.0
GLN,-120,150,8,117,0.06837607,63.24,-176.07,-66.8,0.0,4.15,7.68,26.84,0.0
GLN,-120,150,2,117,0.01709402,40.26,-80.41,42.76,0.0,13.82,4.36,35.94,0.0
GLN,-120,150,3,117,0.02564103,-160.15,-175.38,52.87,0.0,12.05,5.78,19.69,0.0
GLN,-120,150,5,117,0.04273504,-153.53,-174.68,-19.87,0.0,12.57,8.73,11.04,0.0
GLN,-120,150,5,117,0.04273504,-57.99,77.16,25.68,0.0,7.61,4.82,10.47,0.0
GLN,-120,150,18,117,0.15384615,-67.51,173.77,43.39,0.0,9.46,10.3,24.51,0.0
GLN,-120,150,5,117,0.04273504,-64.2,-176.96,135.67,0.0,4.52,10.51,15.24,0.0
GLN,-120,150,35,117,0.2991453,-63.64,-179.09,-53.14,0.0,7.43,13.27,19.01,0.0
GLN,-120,150,7,117,0.05982906,-69.77,-61.85,92.33,0.0,4.48,9.96,23.35,0.0
GLN,-120,150,5,117,0.04273504,-51.3,-65.29,166.03,0.0,9.25,5.2,15.7,0.0
GLN,-120,150,11,117,0.09401709,-61.26,-68.86,-44.97,0.0,4.46,9.05,16.83,0.0
GLN,-90,-180,6,15,0.4,-58.72,175.44,-71.3,0.0,7.33,4.42,18.94,0.0
GLN,-90,-180,4,15,0.26666667,-59.5,-55.55,-40.84,0.0,3.22,5.46,15.2,0.0
GLN,-90,-60,2,14,0.14285714,-143.1,-179.9,-25.87,0.0,20.91,15.94,14.87,0.0
GLN,-90,-60,5,14,0.35714286,-61.26,-174.84,-17.83,0.0,14.61,6.18,24.82,0.0
GLN,-90,-60,3,14,0.21428571,-103.45,-56.23,-79.16,0.0,5.55,25.42,7.22,0.0
GLN,-90,-30,3,101,0.02970297,64.91,-178.22,101.06,0.0,4.13,5.12,14.02,0.0
GLN,-90,-30,5,101,0.04950495,57.66,-174.16,-30.94,0.0,16.36,6.18,44.91,0.0
GLN,-90,-30,5,101,0.04950495,-171.59,70.11,58.97,0.0,13.3,10.25,31.47,0.0
GLN,-90,-30,2,101,0.01980198,-167.6,66.38,-36.47,0.0,10.39,10.39,23.93,0.0
GLN,-90,-30,2,101,0.01980198,-164.47,173.52,38.15,0.0,17.0,6.92,25.53,0.0
GLN,-90,-30,2,101,0.01980198,-147.86,-166.75,152.6,0.0,14.93,21.12,23.54,0.0
GLN,-90,-30,8,101,0.07920792,-174.48,174.55,-18.58,0.0,11.73,9.13,16.1,0.0
GLN,-90,-30,5,101,0.04950495,-71.77,80.76,45.99,0.0,6.73,12.27,18.41,0.0
GLN,-90,-30,2,101,0.01980198,-85.11,85.16,-78.19,0.0,7.7,8.73,6.5,0.0
GLN,-90,-30,19,101,0.18811881,-63.0,177.38,41.06,0.0,5.24,8.05,22.73,0.0
GLN,-90,-30,2,101,0.01980198,-68.5,-165.93,-140.57,0.0,2.06,12.7,10.52,0.0
GLN,-90,-30,18,101,0.17821782,-69.26,-178.63,-46.43,0.0,5.96,8.62,22.92,0.0
GLN,-90,-30,4,101,0.03960396,-49.82,-78.49,21.55,0.0,21.78,3.05,19.67,0.0
GLN,-90,-30,19,101,0.18811881,-61.84,-60.41,-52.23,0.0,4.81,8.84,12.66,0.0
GLN,-90,0,3,109,0.02752294,65.05,83.34,62.01,0.0,2.98,3.3,3.5,0.0
GLN,-90,0,6,109,0.05504587,52.68,177.88,43.44,0.0,20.65,7.74,11.5,0.0
GLN,-90,0,3,109,0.02752294,68.24,177.21,-22.6,0.0,4.59,2.5,24.7,0.0
GLN,-90,0,3,109,0.02752294,78.5,-64.62,-40.56,0.0,0.03,0.1,0.51,0.0
GLN,-90,0,4,109,0.03669725,-170.05,-170.94,156.09,0.0,3.63,3.05,21.66,0.0
GLN,-90,0,3,109,0.02752294,169.13,171.54,-72.95,0.0,8.48,2.24,7.12,0.0
GLN,-90,0,8,109,0.0733945,-73.22,70.15,54.97,0.0,6.35,5.33,7.89,0.0
GLN,-90,0,2,109,0.01834862,-60.84,96.97,-10.3,0.0,4.58,10.76,10.01,0.0
GLN,-90,0,23,109,0.21100917,-62.54,177.21,47.65,0.0,5.77,8.75,14.27,0.0
GLN,-90,0,4,109,0.03669725,-59.98,171.59,-157.75,0.0,7.73,9.75,35.09,0.0
GLN,-90,0,17,109,0.1559633,-64.56,173.32,-38.38,0.0,5.64,8.63,25.49,0.0
GLN,-90,0,5,109,0.04587156,-62.85,-59.43,130.36,0.0,9.13,4.94,9.49,0.0
GLN,-90,0,23,109,0.21100917,-62.51,-59.25,-51.77,0.0,6.94,5.84,11.25,0.0
GLN,-90,30,4,10,0.4,-69.28,178.93,-18.48,0.0,15.05,12.19,26.26,0.0
GLN,-90,30,3,10,0.3,-52.47,-51.29,-43.97,0.0,5.18,8.12,8.23,0.0
GLN,-90,60,2,12,0.16666667,-65.83,-163.9,-15.03,0.0,4.98,16.66,0.35,0.0
GLN,-90,60,2,12,0.16666667,-57.11,-71.96,171.47,0.0,0.0,0.0,0.0,0.0
GLN,-90,60,2,12,0.16666667,-59.26,-63.9,-31.22,0.0,7.79,5.47,19.54,0.0
GLN,-90,90,3,8,0.375,-48.92,179.64,-165.99,0.0,4.52,7.47,29.78,0.0
GLN,-90,120,10,90,0.11111111,178.32,65.31,52.81,0.0,9.57,5.02,13.91,0.0
GLN,-90,120,5,90,0.05555556,-178.37,61.54,-142.86,0.0,4.48,9.84,26.02,0.0
GLN,-90,120,7,90,0.07777778,-175.83,68.57,-86.1,0.0,8.98,11.36,33.47,0.0
GLN,-90,120,13,90,0.14444444,-179.29,-177.33,36.55,0.0,6.34,10.02,15.0,0.0
GLN,-90,120,7,90,0.07777778,-179.26,-179.64,-177.5,0.0,5.54,5.6,12.39,0.0
GLN,-90,120,7,90,0.07777778,-176.52,-168.88,-38.86,0.0,1.73,10.52,15.59,0.0
GLN,-90,120,2,90,0.02222222,-108.33,36.02,48.88,0.0,4.34,6.32,0.71,0.0
GLN,-90,120,5,90,0.05555556,-62.64,172.01,50.65,0.0,10.12,10.76,21.85,0.0
GLN,-90,120,13,90,0.14444444,-68.82,176.98,-32.85,0.0,7.73,9.83,33.29,0.0
GLN,-90,120,2,90,0.02222222,-65.09,-54.11,75.05,0.0,1.82,7.24,10.78,0.0
GLN,-90,120,3,90,0.03333333,-56.6,-66.32,136.06,0.0,6.86,9.04,18.19,0.0
GLN,-90,120,11,90,0.12222222,-66.38,-54.08,-47.07,0.0,8.72,9.22,7.93,0.0
GLN,-90,150,3,96,0.03125,88.38,-168.93,31.67,0.0,6.86,0.92,32.07,0.0
GLN,-90,150,3,96,0.03125,73.01,163.3,-33.21,0.0,11.8,3.72,26.4,0.0
GLN,-90,150,2,96,0.02083333,-176.88,92.02,52.16,0.0,5.46,5.91,48.17,0.0
GLN,-90,150,3,96,0.03125,-179.87,178.81,56.79,0.0,9.54,8.19,22.15,0.0
GLN,-90,150,2,96,0.02083333,-165.35,165.48,138.81,0.0,15.88,5.72,6.5,0.0
GLN,-90,150,9,96,0.09375,-164.43,-178.27,-23.68,0.0,9.81,7.89,9.34,0.0
GLN,-90,150,2,96,0.02083333,-158.91,-80.78,-42.22,0.0,11.57,1.01,12.28,0.0
GLN,-90,150,2,96,0.02083333,-93.07,62.33,-147.84,0.0,15.14,7.91,2.81,0.0
GLN,-90,150,2,96,0.02083333,-97.34,84.2,-63.84,0.0,21.57,16.77,33.05,0.0
GLN,-90,150,19,96,0.19791667,-66.04,-172.95,37.41,0.0,11.06,11.8,23.6,0.0
GLN,-90,150,5,96,0.05208333,-58.89,178.14,-155.13,0.0,12.21,8.37,13.21,0.0
GLN,-90,150,17,96,0.17708333,-60.49,-178.06,-62.94,0.0,5.69,11.89,12.15,0.0
GLN,-90,150,6,96,0.0625,-67.87,-59.9,114.18,0.0,10.83,3.96,5.62,0.0
GLN,-90,150,3,96,0.03125,-67.24,-95.14,-154.59,0.0,12.34,5.56,22.11,0.0
GLN,-90,150,15,96,0.15625,-56.96,-57.09,-39.18,0.0,5.54,5.51,17.53,0.0
GLN,-60,-180,2,2,1.0,-51.95,162.65,40.77,0.0,11.5,5.06,16.3,0.0
GLN,-60,-60,18,219,0.08219178,-178.69,63.08,54.24,0.0,5.09,7.34,15.62,0.0
GLN,-60,-60,7,219,0.03196347,172.95,71.28,-178.38,0.0,15.52,15.04,27.12,0.0
GLN,-60,-60,9,219,0.04109589,-155.53,66.16,-80.72,0.0,21.19,12.94,27.45,0.0
GLN,-60,-60,22,219,0.10045662,-175.43,175.17,41.9,0.0,6.79,9.94,23.13,0.0
GLN,-60,-60,7,219,0.03196347,-178.12,-175.07,159.88,0.0,10.6,13.96,25.02,0.0
GLN,-60,-60,17,219,0.07762557,-177.31,178.12,-42.72,0.0,8.24,9.18,20.68,0.0
GLN,-60,-60,3,219,0.01369863,-166.84,-103.76,28.13,0.0,20.14,20.42,5.38,0.0
GLN,-60,-60,4,219,0.01826484,-164.97,-87.14,-49.47,0.0,18.13,16.51,13.98,0.0
GLN,-60,-60,4,219,0.01826484,-66.16,78.83,31.9,0.0,10.6,8.65,14.47,0.0
GLN,-60,-60,4,219,0.01826484,-79.55,89.68,-58.67,0.0,10.02,10.04,14.88,0.0
GLN,-60,-60,40,219,0.1826484,-73.67,177.31,28.07,0.0,6.04,9.27,14.89,0.0
GLN,-60,-60,11,219,0.05022831,-76.8,-178.59,170.34,0.0,9.57,9.74,21.78,0.0
GLN,-60,-60,48,219,0.21917808,-69.64,176.19,-36.31,0.0,8.37,7.88,18.49,0.0
GLN,-60,-60,7,219,0.03196347,-66.92,-71.28,74.14,0.0,7.36,8.81,32.55,0.0
GLN,-60,-60,15,219,0.06849315,-66.07,-57.87,-50.69,0.0,13.52,9.32,14.06,0.0
GLN,-60,-30,3,767,0.00391134,78.56,87.19,11.82,0.0,4.94,3.73,12.35,0.0
GLN,-60,-30,2,767,0.00260756,52.48,86.1,160.39,0.0,36.41,6.21,31.47,0.0
GLN,-60,-30,9,767,0.01173403,76.13,-179.72,61.11,0.0,12.93,9.53,21.2,0.0
GLN,-60,-30,5,767,0.0065189,59.92,179.37,-173.61,0.0,14.79,13.58,12.54,0.0
GLN,-60,-30,17,767,0.02216428,63.64,-178.93,-52.11,0.0,6.11,9.19,18.02,0.0
GLN,-60,-30,4,767,0.00521512,74.01,-72.59,-37.44,0.0,14.64,6.62,13.26,0.0
GLN,-60,-30,101,767,0.13168188,-174.76,61.1,48.12,0.0,6.12,6.97,15.31,0.0
GLN,-60,-30,19,767,0.02477184,-173.73,61.99,-136.72,0.0,8.84,3.62,11.86,0.0
GLN,-60,-30,22,767,0.02868318,-171.77,69.93,-78.28,0.0,9.29,8.1,24.38,0.0
GLN,-60,-30,61,767,0.07953064,-177.4,176.21,37.12,0.0,8.26,9.27,18.81,0.0
GLN,-60,-30,22,767,0.02868318,-171.93,-178.54,160.7,0.0,6.97,7.57,22.42,0.0
GLN,-60,-30,64,767,0.08344198,-178.22,178.34,-43.84,0.0,8.57,10.59,24.62,0.0
GLN,-60,-30,3,767,0.00391134,-132.87,-116.26,82.06,0.0,22.36,2.87,28.78,0.0
GLN,-60,-30,17,767,0.02216428,-168.04,-87.11,-30.59,0.0,7.52,8.56,14.51,0.0
GLN,-60,-30,10,767,0.01303781,-68.5,76.51,37.48,0.0,6.68,10.99,22.43,0.0
GLN,-60,-30,15,767,0.01955671,-66.38,90.59,-28.66,0.0,7.32,6.91,13.18,0.0
GLN,-60,-30,89,767,0.11603651,-69.01,177.22,41.56,0.0,7.23,11.58,19.25,0.0
GLN,-60,-30,34,767,0.04432855,-69.83,178.12,-177.18,0.0,7.75,8.48,20.5,0.0
GLN,-60,-30,149,767,0.19426336,-70.64,176.84,-42.48,0.0,6.43,7.64,19.33,0.0
GLN,-60,-30,27,767,0.03520209,-68.84,-66.87,83.66,0.0,5.81,9.87,33.86,0.0
GLN,-60,-30,15,767,0.01955671,-67.4,-58.56,136.68,0.0,7.7,5.55,12.17,0.0
GLN,-60,-30,76,767,0.09908735,-67.49,-61.97,-42.5,0.0,7.28,7.53,15.27,0.0
GLN,-60,0,2,26,0.07692308,60.28,172.2,-150.47,0.0,7.7,3.44,2.12,0.0
GLN,-60,0,2,26,0.07692308,58.44,-90.11,33.46,0.0,1.51,3.92,22.55,0.0
GLN,-60,0,2,26,0.07692308,-59.83,178.25,175.59,0.0,6.48,3.16,21.82,0.0
GLN,-60,0,9,26,0.34615385,-61.42,176.82,-30.07,0.0,8.16,11.42,19.37,0.0
GLN,-60,0,2,26,0.07692308,-54.17,-46.86,81.26,0.0,5.99,26.39,25.31,0.0
GLN,-60,0,2,26,0.07692308,-71.78,-65.81,147.91,0.0,18.99,7.05,21.43,0.0
GLN,-60,0,2,26,0.07692308,-88.49,-68.11,-38.25,0.0,25.75,3.35,25.52,0.0
GLN,-60,30,3,9,0.33333333,-157.11,106.73,92.19,0.0,12.19,22.16,12.39,0.0
GLN,-60,30,2,9,0.22222222,-67.57,165.11,-177.88,0.0,11.19,5.7,22.93,0.0
GLN,-60,30,2,9,0.22222222,-59.39,-68.22,80.94,0.0,1.87,13.9,31.43,0.0
GLN,-60,30,2,9,0.22222222,-62.07,-56.34,-70.07,0.0,3.72,4.38,0.0,0.0
GLN,-60,120,7,56,0.125,175.76,64.89,50.22,0.0,13.22,3.48,11.97,0.0
GLN,-60,120,2,56,0.03571429,178.28,68.4,-133.99,0.0,0.74,0.06,1.51,0.0
GLN,-60,120,3,56,0.05357143,174.31,76.65,-105.99,0.0,12.1,8.95,6.7,0.0
GLN,-60,120,8,56,0.14285714,-176.02,-175.81,34.79,0.0,6.49,3.9,14.77,0.0
GLN,-60,120,8,56,0.14285714,-176.99,-178.51,-29.83,0.0,9.64,21.96,15.71,0.0
GLN,-60,120,4,56,0.07142857,-160.69,-82.07,-49.18,0.0,8.6,6.32,9.05,0.0
GLN,-60,120,2,56,0.03571429,-55.25,90.49,57.53,0.0,9.77,27.19,0.79,0.0
GLN,-60,120,3,56,0.05357143,-64.7,177.47,53.88,0.0,0.81,5.02,30.11,0.0
GLN,-60,120,2,56,0.03571429,-65.78,164.19,154.84,0.0,9.45,2.05,24.08,0.0
GLN,-60,120,4,56,0.07142857,-67.25,-177.44,-55.15,0.0,9.32,8.47,8.41,0.0
GLN,-60,120,10,56,0.17857143,-69.45,-66.65,-31.19,0.0,4.32,5.45,11.27,0.0
GLN,-60,150,2,52,0.03846154,77.15,-176.97,137.94,0.0,0.27,10.21,13.95,0.0
GLN,-60,150,3,52,0.05769231,73.41,-155.92,-24.89,0.0,4.76,2.85,11.9,0.0
GLN,-60,150,3,52,0.05769231,75.88,-69.18,-39.91,0.0,18.74,2.04,8.89,0.0
GLN,-60,150,6,52,0.11538462,-176.89,62.94,42.17,0.0,12.01,8.01,10.68,0.0
GLN,-60,150,2,52,0.03846154,-179.06,96.22,-116.17,0.0,10.35,14.43,3.59,0.0
GLN,-60,150,6,52,0.11538462,-177.87,164.16,20.99,0.0,8.9,8.33,9.53,0.0
GLN,-60,150,3,52,0.05769231,-177.62,173.7,-141.03,0.0,3.87,7.43,0.59,0.0
GLN,-60,150,2,52,0.03846154,-172.96,179.39,-72.49,0.0,11.12,6.74,37.7,0.0
GLN,-60,150,2,52,0.03846154,-56.25,93.8,-44.16,0.0,0.4,8.93,0.81,0.0
GLN,-60,150,4,52,0.07692308,-70.76,-179.43,21.33,0.0,7.7,11.92,4.96,0.0
GLN,-60,150,4,52,0.07692308,-70.47,-167.51,162.05,0.0,2.42,4.81,6.78,0.0
