AA,PHI,PSI,_Count,Count,Prob,B_CHI1,B_CHI2,B_CHI3,B_CHI4,B_CHI1Sig,B_CHI2Sig,B_CHI3Sig,B_CHI4Sig
LYS,-60,0,2,56,0.03571429,-74.7,-71.53,-94.0,179.55,0.46,31.5,2.99,6.31
LYS,-60,30,2,6,0.33333333,-92.12,-64.66,163.63,172.24,0.02,0.01,0.0,0.0
LYS,-60,60,2,5,0.4,-41.8,172.27,-174.03,172.8,0.0,0.01,0.0,0.0
LYS,-60,90,3,7,0.42857143,-87.15,178.07,-177.83,-174.19,14.25,23.18,7.62,3.76
LYS,-60,120,2,88,0.02272727,43.21,164.74,-170.32,-176.72,14.75,6.66,10.23,5.9
LYS,-60,120,3,88,0.03409091,-173.46,80.71,71.12,-173.44,19.52,16.12,3.13,7.1
LYS,-60,120,4,88,0.04545455,175.92,73.96,-179.02,179.85,8.33,1.8,3.88,6.06
LYS,-60,120,2,88,0.02272727,-169.57,177.74,49.8,76.74,1.13,11.32,22.26,10.49
LYS,-60,120,2,88,0.02272727,172.44,-173.74,59.06,177.64,7.84,1.69,5.6,9.71
LYS,-60,120,7,88,0.07954545,-177.57,-168.96,172.65,66.0,10.28,10.12,9.9,16.3
LYS,-60,120,22,88,0.25,177.36,-179.49,177.75,-177.18,6.32,9.57,6.7,7.48
LYS,-60,120,5,88,0.05681818,-176.74,179.03,-174.38,-56.44,6.34,3.67,6.73,5.15
LYS,-60,120,5,88,0.05681818,-175.86,-170.68,-82.78,-177.33,7.57,14.64,9.11,2.48
LYS,-60,120,2,88,0.02272727,-79.75,52.52,169.5,53.28,6.52,15.1,1.87,1.37
LYS,-60,120,3,88,0.03409091,-59.92,-176.64,160.26,69.45,4.93,5.46,14.53,15.14
LYS,-60,120,10,88,0.11363636,-59.63,-179.65,-177.81,175.53,12.38,9.91,7.61,6.26
LYS,-60,120,4,88,0.04545455,-60.11,175.12,-150.89,-60.47,4.73,20.67,9.34,4.02
LYS,-60,120,2,88,0.02272727,-71.3,-82.96,176.83,66.05,5.67,14.82,8.85,2.04
LYS,-60,120,3,88,0.03409091,-65.22,-69.58,-172.52,-85.34,1.82,6.43,7.11,14.41
LYS,-60,120,2,88,0.02272727,-65.6,-59.96,-58.93,-172.14,4.33,3.35,0.06,2.89
LYS,-60,150,3,133,0.02255639,68.17,-165.11,-169.21,-177.66,2.74,5.67,2.95,5.88
LYS,-60,150,2,133,0.01503759,88.01,-177.93,-163.17,-61.75,17.08,16.38,13.52,14.5
LYS,-60,150,3,133,0.02255639,177.09,75.32,179.75,177.13,3.58,9.2,0.69,6.14
LYS,-60,150,2,133,0.01503759,-152.23,171.99,80.51,59.28,10.14,9.41,19.37,6.99
LYS,-60,150,3,133,0.02255639,-175.93,179.95,63.0,163.66,7.49,4.31,16.07,16.89
LYS,-60,150,12,133,0.09022556,-170.23,176.85,-178.87,-180.0,8.33,5.87,5.2,7.91
LYS,-60,150,4,133,0.03007519,-174.49,178.16,173.49,-74.15,5.16,15.32,9.22,3.98
LYS,-60,150,3,133,0.02255639,-170.44,177.43,-73.04,-164.46,6.23,2.91,20.66,5.5
LYS,-60,150,3,133,0.02255639,-178.91,177.78,-66.19,-65.65,6.56,5.5,14.19,8.86
LYS,-60,150,4,133,0.03007519,-78.56,77.85,174.4,169.88,18.94,12.14,6.29,4.98
LYS,-60,150,3,133,0.02255639,-69.39,-177.9,88.15,167.42,19.03,1.46,11.72,10.07
LYS,-60,150,13,133,0.09774436,-71.45,-171.52,169.61,65.87,8.29,11.46,18.7,9.6
LYS,-60,150,29,133,0.21804511,-62.98,-178.43,-179.43,175.79,8.33,10.57,9.26,12.61
LYS,-60,150,7,133,0.05263158,-62.11,-174.98,-176.19,-62.82,3.59,14.99,10.29,10.11
LYS,-60,150,5,133,0.03759398,-59.95,-178.53,-73.2,-176.93,5.2,15.9,10.49,15.02
LYS,-60,150,6,133,0.04511278,-64.83,-175.09,-68.16,-70.63,7.09,11.72,2.72,6.78
LYS,-60,150,8,133,0.06015038,-59.16,-63.4,171.43,57.53,5.52,17.72,12.46,12.66
LYS,-60,150,6,133,0.04511278,-74.39,-75.25,-164.42,178.18,10.4,12.26,10.06,13.81
LYS,-60,150,3,133,0.02255639,-55.68,-73.25,-169.55,-58.42,10.14,8.93,8.63,1.24
LYS,-60,150,2,133,0.01503759,-53.27,-80.89,-73.48,-56.79,5.32,5.59,18.41,0.35
LYS,-30,-60,2,27,0.07407407,-176.87,176.84,172.99,-178.36,3.86,4.04,13.35,1.83
LYS,-30,-60,2,27,0.07407407,-177.25,151.86,149.28,-69.83,1.75,9.27,19.0,14.27
LYS,-30,-60,4,27,0.14814815,-81.06,-161.89,-175.81,67.41,6.22,5.26,6.35,8.99
LYS,-30,-60,4,27,0.14814815,-75.86,179.79,174.92,174.53,3.81,7.83,12.07,11.0
LYS,-30,-60,2,27,0.07407407,-86.41,-73.24,-158.53,176.53,19.81,21.05,27.83,28.28
LYS,-30,-30,2,20,0.1,-174.14,172.47,177.72,177.73,4.8,16.52,3.03,7.95
LYS,-30,-30,7,20,0.35,-67.25,-178.27,-175.69,-170.94,14.5,8.39,17.37,12.03
LYS,-30,-30,2,20,0.1,-38.46,-161.1,-155.84,-83.77,15.63,27.37,16.58,25.01
LYS,-30,-30,2,20,0.1,-56.43,-59.78,167.62,-174.28,17.23,11.25,11.21,4.34
LYS,-30,120,2,6,0.33333333,-166.19,172.94,172.56,-175.3,8.9,0.25,6.88,5.28
LYS,30,-60,4,10,0.4,-174.49,-174.94,173.16,-169.62,6.79,10.32,2.58,4.72
LYS,30,-60,5,10,0.5,-70.58,-163.55,-179.99,-163.27,2.65,9.98,14.87,13.05
LYS,30,60,2,9,0.22222222,31.76,177.26,-179.52,51.99,8.84,16.29,0.58,1.07
LYS,30,60,2,9,0.22222222,-63.32,-177.4,178.5,178.58,2.1,3.59,0.52,0.39
LYS,30,60,2,9,0.22222222,-53.56,-172.48,-169.78,-62.25,6.74,22.3,18.36,1.74
LYS,60,0,3,9,0.33333333,-65.13,-175.35,168.67,70.63,6.28,3.07,7.19,5.57
LYS,60,0,2,9,0.22222222,-65.11,178.66,164.66,174.12,7.65,3.19,3.66,10.04
LYS,60,30,4,38,0.10526316,-81.82,66.72,-169.88,178.71,10.3,16.36,3.46,3.49
LYS,60,30,15,38,0.39473684,-62.04,176.89,-178.03,178.46,6.77,9.57,6.1,11.34
LYS,60,30,5,38,0.13157895,-64.04,-175.88,179.49,-66.12,7.87,8.74,9.19,17.78
LYS,60,30,2,38,0.05263158,-65.47,177.02,-56.55,-175.64,6.83,2.07,13.44,0.09
LYS,60,30,2,38,0.05263158,-46.83,-69.87,-160.5,68.83,4.96,2.0,17.97,6.35
LYS,60,30,2,38,0.05263158,-56.83,-78.32,-169.37,168.38,1.36,9.32,35.85,23.66
LYS,60,30,2,38,0.05263158,-60.11,-63.09,-155.22,-54.05,5.87,3.74,6.75,0.98
LYS,60,60,4,36,0.11111111,-82.33,82.86,178.58,177.95,18.27,10.34,4.15,6.06
LYS,60,60,2,36,0.05555556,-69.39,175.79,59.54,177.23,4.4,2.93,25.84,26.87
LYS,60,60,3,36,0.08333333,-60.96,178.08,-173.27,71.27,0.84,0.94,16.32,7.57
LYS,60,60,8,36,0.22222222,-63.58,-173.97,-174.42,176.78,8.01,11.96,8.39,9.16
LYS,60,60,3,36,0.08333333,-54.65,174.38,157.74,-58.45,4.52,26.65,23.68,4.86
LYS,60,60,2,36,0.05555556,-56.42,173.09,-76.07,164.75,2.33,14.17,31.62,14.09
LYS,60,60,3,36,0.08333333,-63.14,-159.26,-70.78,-64.08,2.56,17.37,16.31,12.43
LYS,60,60,2,36,0.05555556,-51.58,-59.06,164.92,168.63,4.38,10.05,5.55,15.57
LYS,60,60,5,36,0.13888889,-58.51,-57.58,174.0,-61.85,4.02,5.15,12.0,4.33
LYS,60,60,2,36,0.05555556,-69.5,-57.07,-66.22,-151.36,16.02,6.33,8.03,5.08
LYS,60,90,2,4,0.5,-61.89,-66.55,-176.91,-170.2,2.82,9.37,4.9,2.36
GLN,-180,120,2,3,0.66666667,-176.08,59.39,-79.36,0.0,0.01,0.01,0.04,0.0
GLN,-180,150,3,6,0.5,-170.27,91.46,55.32,0.0,13.9,17.22,10.71,0.0
GLN,-150,-180,3,9,0.33333333,66.89,-168.78,61.67,0.0,2.86,11.11,6.4,0.0
GLN,-150,-180,2,9,0.22222222,64.78,174.98,-27.48,0.0,3.53,1.64,21.77,0.0
GLN,-150,-180,2,9,0.22222222,-54.78,175.1,-28.32,0.0,8.92,4.64,26.93,0.0
GLN,-150,90,2,3,0.66666667,-159.18,-161.49,-67.46,0.0,15.82,18.33,47.38,0.0
GLN,-150,120,10,36,0.27777778,171.46,78.33,39.14,0.0,20.06,7.5,18.41,0.0
GLN,-150,120,10,36,0.27777778,-174.21,175.44,46.31,0.0,7.94,8.75,19.06,0.0
GLN,-150,120,3,36,0.08333333,-179.46,166.68,176.55,0.0,4.93,5.31,31.93,0.0
GLN,-150,120,5,36,0.13888889,-167.23,176.7,-30.73,0.0,5.51,2.36,29.05,0.0
GLN,-150,120,3,36,0.08333333,-72.01,-162.3,-48.2,0.0,16.19,18.64,28.29,0.0
GLN,-150,150,7,71,0.09859155,60.97,-173.75,65.33,0.0,6.39,10.19,19.66,0.0
GLN,-150,150,5,71,0.07042254,55.05,-174.07,169.56,0.0,8.38,6.62,12.7,0.0
GLN,-150,150,11,71,0.15492958,65.62,-177.23,-54.93,0.0,9.44,8.92,19.74,0.0
GLN,-150,150,2,71,0.02816901,-165.76,67.47,-132.28,0.0,23.51,1.09,9.16,0.0
GLN,-150,150,9,71,0.12676056,-175.75,176.32,57.6,0.0,10.64,8.2,20.62,0.0
GLN,-150,150,3,71,0.04225352,-168.24,-173.1,160.76,0.0,8.47,8.57,16.92,0.0
GLN,-150,150,10,71,0.14084507,-175.19,-175.3,-35.02,0.0,7.73,13.33,20.83,0.0
GLN,-150,150,7,71,0.09859155,-60.2,-171.27,30.26,0.0,15.17,10.01,9.59,0.0
GLN,-150,150,2,71,0.02816901,-71.3,-178.46,-169.22,0.0,1.39,10.43,14.99,0.0
GLN,-150,150,9,71,0.12676056,-61.33,177.58,-57.97,0.0,5.48,6.56,28.34,0.0
GLN,-150,150,2,71,0.02816901,-86.98,-71.68,66.8,0.0,13.83,1.93,40.48,0.0
GLN,-120,-180,3,8,0.375,-59.37,173.12,90.46,0.0,9.59,5.44,9.53,0.0
GLN,-120,-180,3,8,0.375,-59.43,-60.64,-50.91,0.0,5.6,5.25,11.72,0.0
GLN,-120,-150,2,3,0.66666667,171.79,-176.42,55.51,0.0,0.0,0.0,0.0,0.0
GLN,-120,-30,2,17,0.11764706,176.03,175.96,-53.76,0.0,2.7,6.02,5.02,0.0
GLN,-120,-30,2,17,0.11764706,-63.87,176.59,50.04,0.0,0.03,11.85,23.21,0.0
GLN,-120,-30,3,17,0.17647059,-58.95,-177.12,178.84,0.0,6.22,7.66,25.13,0.0
GLN,-120,-30,5,17,0.29411765,-61.62,-177.96,-26.2,0.0,4.81,1.44,23.83,0.0
GLN,-120,-30,3,17,0.17647059,-68.01,-64.14,-51.15,0.0,2.81,13.31,13.83,0.0
GLN,-120,0,2,28,0.07142857,-163.52,68.89,83.53,0.0,18.87,12.01,28.91,0.0
GLN,-120,0,10,28,0.35714286,-70.94,170.86,45.65,0.0,13.39,7.84,16.67,0.0
GLN,-120,0,2,28,0.07142857,-57.92,-168.88,-153.86,0.0,1.52,12.94,27.34,0.0
GLN,-120,0,6,28,0.21428571,-71.3,177.38,-31.45,0.0,4.42,10.05,20.7,0.0
GLN,-120,0,3,28,0.10714286,-65.74,-66.79,-51.07,0.0,6.29,4.61,17.52,0.0
GLN,-120,30,6,23,0.26086957,-61.46,-174.84,14.32,0.0,6.38,6.71,11.81,0.0
GLN,-120,30,2,23,0.08695652,-61.19,170.64,-138.92,0.0,13.09,10.27,11.62,0.0
GLN,-120,30,6,23,0.26086957,-69.09,-175.7,-52.97,0.0,2.12,8.25,22.56,0.0
GLN,-120,30,4,23,0.17391304,-63.18,-69.6,-59.5,0.0,5.23,3.45,16.0,0.0
GLN,-120,60,2,12,0.16666667,-64.48,172.85,70.45,0.0,3.37,4.92,3.3,0.0
GLN,-120,60,2,12,0.16666667,-56.54,-177.89,-151.12,0.0,8.82,11.23,13.02,0.0
GLN,-120,60,3,12,0.25,-66.79,174.12,-71.63,0.0,11.06,8.87,24.85,0.0
GLN,-120,60,2,12,0.16666667,-50.35,-76.24,-41.33,0.0,8.99,3.52,28.1,0.0
GLN,-120,90,3,21,0.14285714,-160.42,74.46,44.85,0.0,18.14,10.29,23.52,0.0
GLN,-120,90,3,21,0.14285714,-161.36,179.0,57.24,0.0,5.8,7.81,19.39,0.0
GLN,-120,90,3,21,0.14285714,-171.99,-176.23,-105.81,0.0,4.32,1.5,17.15,0.0
GLN,-120,90,3,21,0.14285714,-64.7,169.57,-33.14,0.0,1.04,0.72,15.92,0.0
GLN,-120,90,2,21,0.0952381,-67.61,-67.58,-42.58,0.0,4.96,2.09,15.04,0.0
GLN,-120,120,2,77,0.02597403,62.53,-167.47,65.6,0.0,0.26,17.17,31.42,0.0
GLN,-120,120,5,77,0.06493506,178.41,77.35,69.47,0.0,6.28,7.7,24.71,0.0
GLN,-120,120,15,77,0.19480519,-174.42,175.57,46.65,0.0,5.24,8.85,19.07,0.0
GLN,-120,120,6,77,0.07792208,178.11,176.48,-151.92,0.0,7.19,6.04,20.12,0.0
GLN,-120,120,8,77,0.1038961,-172.09,178.18,-62.31,0.0,18.28,11.84,21.65,0.0
GLN,-120,120,2,77,0.02597403,-75.91,71.68,61.42,0.0,2.73,11.41,11.7,0.0
GLN,-120,120,12,77,0.15584416,-67.95,169.81,47.18,0.0,8.4,14.55,19.82,0.0
GLN,-120,120,3,77,0.03896104,-64.48,175.91,-148.94,0.0,30.75,13.31,30.3,0.0
GLN,-120,120,11,77,0.14285714,-65.38,-175.88,-32.59,0.0,9.89,10.55,13.75,0.0
GLN,-120,120,2,77,0.02597403,-69.34,-86.4,31.66,0.0,4.79,22.03,30.93,0.0
GLN,-120,120,3,77,0.03896104,-55.53,-61.54,126.47,0.0,6.18,3.78,2.8,0.0
GLN,-120,120,5,77,0.06493506,-71.25,-64.34,-44.47,0.0,5.91,5.82,12.13,0.0
GLN,-120,150,2,91,0.02197802,51.7,71.96,36.61,0.0,16.38,11.0,19.84,0.0
GLN,-120,150,3,91,0.03296703,66.19,-169.26,64.37,0.0,5.55,4.07,22.6,0.0
GLN,-120,150,2,91,0.02197802,67.58,179.13,176.84,0.0,15.74,9.22,16.02,0.0
GLN,-120,150,7,91,0.07692308,54.91,179.39,-41.05,0.0,3.54,3.73,27.86,0.0
GLN,-120,150,2,91,0.02197802,-151.09,65.92,49.71,0.0,8.16,12.28,6.06,0.0
GLN,-120,150,2,91,0.02197802,175.96,165.23,67.74,0.0,13.97,1.96,17.66,0.0
GLN,-120,150,5,91,0.05494505,-171.12,175.24,-19.11,0.0,8.18,8.15,14.49,0.0
GLN,-120,150,3,91,0.03296703,-62.31,74.76,46.45,0.0,15.27,7.32,22.25,0.0
GLN,-120,150,20,91,0.21978022,-64.68,-173.2,52.85,0.0,6.56,7.73,29.56,0.0
GLN,-120,150,3,91,0.03296703,-65.43,-177.02,160.04,0.0,2.01,7.31,15.36,0.0
GLN,-120,150,16,91,0.17582418,-63.45,179.26,-30.7,0.0,5.34,6.92,14.33,0.0
GLN,-120,150,5,91,0.05494505,-65.4,-83.99,90.64,0.0,12.28,9.19,25.1,0.0
GLN,-120,150,4,91,0.04395604,-66.49,-71.18,132.51,0.0,14.12,9.63,1.79,0.0
GLN,-120,150,12,91,0.13186813,-62.43,-67.75,-50.85,0.0,6.01,5.75,8.07,0.0
GLN,-90,-180,2,22,0.09090909,-58.7,-175.88,45.55,0.0,2.4,5.16,9.01,0.0
GLN,-90,-180,7,22,0.31818182,-60.74,-178.41,-67.11,0.0,9.72,4.34,8.94,0.0
GLN,-90,-180,2,22,0.09090909,-59.44,-83.22,56.04,0.0,2.09,12.06,18.71,0.0
GLN,-90,-180,7,22,0.31818182,-60.69,-53.64,-61.0,0.0,4.96,5.77,9.37,0.0
GLN,-90,-60,2,16,0.125,173.59,147.0,55.37,0.0,0.38,14.25,0.62,0.0
GLN,-90,-60,4,16,0.25,-59.54,-170.2,-15.39,0.0,11.07,3.48,15.6,0.0
GLN,-90,-60,3,16,0.1875,-65.1,-60.54,-34.77,0.0,4.14,23.69,14.48,0.0
GLN,-90,-30,3,137,0.02189781,69.62,-172.77,-28.72,0.0,15.13,24.21,2.1,0.0
GLN,-90,-30,3,137,0.02189781,78.32,-65.45,-40.82,0.0,3.45,1.04,7.29,0.0
GLN,-90,-30,9,137,0.06569343,-169.67,64.61,54.17,0.0,9.7,7.42,12.75,0.0
GLN,-90,-30,3,137,0.02189781,-169.02,71.33,-161.2,0.0,20.7,11.83,10.55,0.0
GLN,-90,-30,10,137,0.0729927,-167.82,179.66,37.47,0.0,7.18,5.17,24.06,0.0
GLN,-90,-30,2,137,0.01459854,-133.5,-174.75,-177.11,0.0,8.95,33.03,7.03,0.0
GLN,-90,-30,7,137,0.05109489,-173.91,-173.71,-21.86,0.0,14.59,18.57,22.48,0.0
GLN,-90,-30,2,137,0.01459854,-168.49,-78.21,-20.61,0.0,13.25,13.58,19.36,0.0
GLN,-90,-30,5,137,0.03649635,-74.86,78.99,44.76,0.0,6.88,15.21,18.72,0.0
GLN,-90,-30,2,137,0.01459854,-73.03,86.87,-138.31,0.0,7.1,12.08,12.98,0.0
GLN,-90,-30,4,137,0.02919708,-55.94,108.29,-63.35,0.0,4.69,5.11,14.39,0.0
GLN,-90,-30,17,137,0.12408759,-64.23,-177.92,52.68,0.0,6.5,9.32,18.17,0.0
GLN,-90,-30,3,137,0.02189781,-45.97,172.21,140.02,0.0,10.3,5.4,6.79,0.0
GLN,-90,-30,29,137,0.21167883,-68.28,178.92,-44.95,0.0,6.89,9.02,17.75,0.0
GLN,-90,-30,6,137,0.04379562,-60.53,-71.13,69.06,0.0,10.46,12.0,26.21,0.0
GLN,-90,-30,3,137,0.02189781,-57.64,-72.07,133.47,0.0,5.79,9.43,19.3,0.0
GLN,-90,-30,24,137,0.17518248,-58.98,-65.51,-46.66,0.0,7.2,8.84,10.36,0.0
GLN,-90,0,5,100,0.05,67.53,-175.23,37.98,0.0,4.37,8.38,15.98,0.0
GLN,-90,0,2,100,0.02,45.43,-169.02,-48.44,0.0,19.96,9.81,10.28,0.0
GLN,-90,0,2,100,0.02,-156.58,58.37,63.2,0.0,32.24,7.69,41.89,0.0
GLN,-90,0,5,100,0.05,-63.14,89.46,51.98,0.0,8.37,12.19,15.08,0.0
GLN,-90,0,20,100,0.2,-63.7,178.11,35.62,0.0,7.35,8.9,16.1,0.0
GLN,-90,0,4,100,0.04,-56.38,-178.93,-150.66,0.0,3.39,7.14,33.98,0.0
GLN,-90,0,13,100,0.13,-62.4,174.77,-39.43,0.0,9.05,9.45,20.27,0.0
GLN,-90,0,8,100,0.08,-54.54,-71.59,68.72,0.0,8.12,13.15,33.95,0.0
GLN,-90,0,4,100,0.04,-66.22,-64.8,146.23,0.0,5.69,5.33,10.32,0.0
GLN,-90,0,27,100,0.27,-61.11,-64.97,-52.78,0.0,9.25,8.83,14.38,0.0
GLN,-90,30,6,16,0.375,-55.88,172.44,19.87,0.0,6.65,4.11,24.47,0.0
GLN,-90,30,2,16,0.125,-65.67,-179.65,173.53,0.0,2.02,10.08,10.7,0.0
GLN,-90,30,2,16,0.125,-62.1,-96.13,-32.62,0.0,9.22,20.29,7.59,0.0
GLN,-90,60,2,9,0.22222222,-62.43,179.96,47.82,0.0,2.87,4.59,5.09,0.0
GLN,-90,60,4,9,0.44444444,-65.02,-59.76,-42.49,0.0,4.21,4.44,13.34,0.0
GLN,-90,90,2,10,0.2,-151.16,-89.78,-45.05,0.0,15.36,4.65,2.75,0.0
GLN,-90,90,2,10,0.2,-57.12,76.93,90.89,0.0,2.29,11.51,9.01,0.0
GLN,-90,90,2,10,0.2,-53.35,-66.1,-55.68,0.0,5.13,6.02,5.53,0.0
GLN,-90,120,9,95,0.09473684,179.05,69.59,46.24,0.0,14.56,8.3,14.57,0.0
GLN,-90,120,6,95,0.06315789,-176.08,63.56,-144.84,0.0,17.33,12.89,25.1,0.0
GLN,-90,120,2,95,0.02105263,-178.65,75.92,-51.41,0.0,8.32,12.06,26.15,0.0
GLN,-90,120,10,95,0.10526316,176.38,-177.1,53.23,0.0,4.86,9.27,12.04,0.0
GLN,-90,120,8,95,0.08421053,-178.4,175.46,-161.74,0.0,10.88,5.31,21.6,0.0
GLN,-90,120,14,95,0.14736842,-172.75,179.85,-29.69,0.0,8.26,7.44,18.72,0.0
GLN,-90,120,2,95,0.02105263,-154.16,-88.43,-56.02,0.0,28.56,28.88,2.19,0.0
GLN,-90,120,10,95,0.10526316,-63.08,179.78,50.65,0.0,4.09,9.57,13.11,0.0
GLN,-90,120,4,95,0.04210526,-59.14,-174.44,-140.89,0.0,6.05,8.45,10.73,0.0
GLN,-90,120,10,95,0.10526316,-66.04,-179.69,-47.53,0.0,8.21,7.68,25.51,0.0
GLN,-90,120,4,95,0.04210526,-63.4,-60.57,102.78,0.0,1.4,3.7,22.29,0.0
GLN,-90,120,2,95,0.02105263,-59.87,-68.37,135.08,0.0,5.75,8.32,14.49,0.0
GLN,-90,120,11,95,0.11578947,-67.2,-64.98,-36.93,0.0,8.68,8.48,15.22,0.0
GLN,-90,150,3,88,0.03409091,64.65,167.14,59.73,0.0,17.15,14.83,10.18,0.0
GLN,-90,150,3,88,0.03409091,-176.16,172.1,53.34,0.0,1.91,9.66,19.63,0.0
GLN,-90,150,3,88,0.03409091,-179.52,170.78,173.77,0.0,5.96,7.99,13.93,0.0
GLN,-90,150,6,88,0.06818182,-174.44,-175.18,-30.31,0.0,5.79,5.83,16.88,0.0
GLN,-90,150,4,88,0.04545455,-70.69,73.39,-77.01,0.0,16.23,14.62,29.53,0.0
GLN,-90,150,21,88,0.23863636,-61.47,-178.91,49.89,0.0,5.17,9.74,26.11,0.0
GLN,-90,150,4,88,0.04545455,-70.09,178.01,-175.28,0.0,10.73,8.86,5.05,0.0
GLN,-90,150,17,88,0.19318182,-64.26,177.09,-38.26,0.0,4.84,10.94,13.02,0.0
GLN,-90,150,5,88,0.05681818,-58.07,-74.75,87.33,0.0,3.59,11.79,36.25,0.0
GLN,-90,150,3,88,0.03409091,-62.02,-63.6,161.99,0.0,7.94,4.84,28.85,0.0
GLN,-90,150,14,88,0.15909091,-59.42,-57.8,-47.69,0.0,6.02,7.62,14.47,0.0
GLN,-60,-180,2,4,0.5,-64.29,-76.79,-51.54,0.0,1.94,18.17,2.14,0.0
GLN,-60,-60,34,248,0.13709677,-174.97,59.87,52.12,0.0,9.78,8.32,14.45,0.0
GLN,-60,-60,4,248,0.01612903,179.55,66.75,-161.38,0.0,7.26,5.67,20.69,0.0
GLN,-60,-60,11,248,0.04435484,-176.32,70.27,-90.81,0.0,10.96,6.27,22.7,0.0
GLN,-60,-60,13,248,0.05241935,-178.2,177.73,46.8,0.0,11.56,6.03,21.49,0.0
GLN,-60,-60,9,248,0.03629032,-177.07,-177.42,152.19,0.0,10.15,6.99,20.19,0.0
GLN,-60,-60,25,248,0.10080645,-173.24,-179.38,-38.59,0.0,10.14,10.75,20.6,0.0
GLN,-60,-60,3,248,0.01209677,-138.73,-53.58,86.35,0.0,10.19,9.1,3.79,0.0
GLN,-60,-60,5,248,0.02016129,-177.01,-85.87,-43.5,0.0,11.78,11.99,18.17,0.0
GLN,-60,-60,9,248,0.03629032,-73.61,87.91,-56.84,0.0,16.89,19.43,25.02,0.0
GLN,-60,-60,47,248,0.18951613,-71.62,177.26,38.42,0.0,7.09,10.25,15.23,0.0
GLN,-60,-60,19,248,0.0766129,-72.83,175.42,-168.9,0.0,9.83,9.63,20.5,0.0
GLN,-60,-60,37,248,0.14919355,-69.13,178.43,-45.65,0.0,7.8,7.94,20.03,0.0
GLN,-60,-60,6,248,0.02419355,-73.97,-62.92,95.87,0.0,10.12,16.51,12.36,0.0
GLN,-60,-60,4,248,0.01612903,-81.96,-63.06,154.41,0.0,18.77,6.68,22.12,0.0
GLN,-60,-60,19,248,0.0766129,-78.02,-60.83,-47.76,0.0,11.1,10.97,13.14,0.0
GLN,-60,-30,2,692,0.00289017,74.71,93.69,-18.15,0.0,2.17,3.21,11.4,0.0
GLN,-60,-30,9,692,0.01300578,72.99,172.97,53.35,0.0,10.6,14.4,23.51,0.0
GLN,-60,-30,12,692,0.01734104,63.18,176.49,-54.16,0.0,4.58,7.06,12.37,0.0
GLN,-60,-30,6,692,0.00867052,51.85,-88.03,34.15,0.0,12.51,6.38,14.49,0.0
GLN,-60,-30,3,692,0.00433526,60.91,-73.05,-40.17,0.0,9.47,8.2,16.39,0.0
GLN,-60,-30,76,692,0.10982659,-173.09,62.7,48.08,0.0,7.19,7.74,13.53,0.0
GLN,-60,-30,14,692,0.02023121,-173.91,67.24,-149.47,0.0,11.67,9.18,17.6,0.0
GLN,-60,-30,20,692,0.02890173,-173.57,67.17,-81.97,0.0,8.42,10.13,24.75,0.0
GLN,-60,-30,58,692,0.08381503,-174.86,179.58,51.38,0.0,9.28,10.41,19.85,0.0
GLN,-60,-30,12,692,0.01734104,-172.67,171.69,-173.85,0.0,8.28,10.99,17.79,0.0
GLN,-60,-30,67,692,0.09682081,-176.38,179.47,-33.52,0.0,8.37,8.35,20.74,0.0
GLN,-60,-30,6,692,0.00867052,177.73,-95.86,26.76,0.0,4.85,3.41,17.45,0.0
GLN,-60,-30,8,692,0.01156069,-171.71,-88.74,-33.17,0.0,4.62,6.39,8.64,0.0
GLN,-60,-30,15,692,0.0216763,-71.34,74.28,41.16,0.0,10.06,7.98,19.12,0.0
GLN,-60,-30,2,692,0.00289017,-73.08,80.32,171.49,0.0,5.33,13.45,40.3,0.0
GLN,-60,-30,14,692,0.02023121,-73.04,86.59,-39.62,0.0,18.1,16.85,20.64,0.0
GLN,-60,-30,84,692,0.12138728,-70.06,177.78,50.3,0.0,6.75,10.1,20.36,0.0
GLN,-60,-30,26,692,0.03757225,-71.51,172.26,-174.65,0.0,7.33,12.66,20.55,0.0
GLN,-60,-30,150,692,0.21676301,-70.89,176.63,-40.21,0.0,6.25,7.29,17.95,0.0
GLN,-60,-30,26,692,0.03757225,-68.09,-70.18,80.47,0.0,11.48,9.78,25.67,0.0
GLN,-60,-30,16,692,0.02312139,-67.82,-64.72,154.3,0.0,5.52,10.18,20.25,0.0
GLN,-60,-30,62,692,0.08959538,-70.54,-58.47,-44.92,0.0,7.16,8.23,16.01,0.0
GLN,-60,0,6,52,0.11538462,67.84,-176.32,58.57,0.0,8.06,8.13,30.95,0.0
GLN,-60,0,2,52,0.03846154,59.49,168.08,-64.3,0.0,12.67,16.17,15.71,0.0
GLN,-60,0,2,52,0.03846154,68.13,-84.4,17.76,0.0,2.75,8.0,11.75,0.0
GLN,-60,0,3,52,0.05769231,46.43,-87.95,-57.3,0.0,13.96,5.44,20.84,0.0
GLN,-60,0,4,52,0.07692308,-172.97,64.0,61.85,0.0,1.3,2.85,4.54,0.0
GLN,-60,0,3,52,0.05769231,-177.39,161.92,-43.46,0.0,1.42,9.9,0.18,0.0
GLN,-60,0,7,52,0.13461538,-78.56,177.7,39.53,0.0,9.11,9.69,18.44,0.0
GLN,-60,0,4,52,0.07692308,-52.32,-177.98,-178.01,0.0,22.98,13.32,14.1,0.0
GLN,-60,0,9,52,0.17307692,-63.71,172.97,-44.31,0.0,6.08,6.56,24.46,0.0
